"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"4761","pf:static:photonflowers11.rio.002:1449567684:00146755","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「佐久間、<03>あんた何も学んでないわね。<0A>結果がすべてだっていう教官のあれ、<03>正論よ？」<01>","【美知留】「佐久间，你还什么都没学会啊。<0A>教官说的‘结果就是一切’，可是正论哦？」<01>"
"4762","pf:static:photonflowers11.rio.002:1449567684:00147137","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「だが――」<01>","【佐久间】「可是——」<01>"
"4763","pf:static:photonflowers11.rio.002:1449567684:00147195","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「――勝敗は準備で決まるのよ！？　第一撃はスタートの合図に過ぎない」<01>","【美知留】「——胜负在准备阶段就决定了！第一击只不过是开始的信号」<01>"
"4764","pf:static:photonflowers11.rio.002:1449567684:00147541","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「う…<03>…<03>」<0A>【狩野】「…………」<01>","【佐久间】「唔……」<0A>【狩野】「…………」<01>"
"4765","pf:static:photonflowers11.rio.002:1449567684:00147659","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「それに、<03>これは元々Ｆ分隊の問題。<0A>私ひとりで行くのが流れ的にも一番自然で警戒されないはずだわ」<01>","【美知留】「而且，这原本就是F分队的问题。<0A>从事态发展看，由我一个人去最自然，也最不容易引起警戒」<01>"
"4766","pf:static:photonflowers11.rio.002:1449567684:00148037","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「…<03>…<03>む、<03>なるほど」<01>","【佐久间】「……唔，原来如此」<01>"
"4767","pf:static:photonflowers11.rio.002:1449567684:00148145","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「私の要求が拒絶されたら、<03>その時こそあんた達が動けばいい」<01>","【美知留】「如果我的要求被拒绝，到那时你们再行动就好」<01>"
"4768","pf:static:photonflowers11.rio.002:1449567684:00148397","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「…<03>…<03>…<03>…<03>」<01>","【竹宫】「…………」<01>"
"4769","pf:static:photonflowers11.rio.002:1449567684:00148469","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","狩野","【狩野】「やっぱ伊隅は味方にすると頼りになるぜ…<03>…<03>。<0A>いいんじゃねえのか、<03>それで」<01>","【狩野】「伊隅站在我们这边时果然很可靠……<0A>照她说的做，不也挺好吗？」<01>"
"4770","pf:static:photonflowers11.rio.002:1449567684:00148791","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"4771","pf:static:photonflowers11.rio.002:1449567684:00148863","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「確かに伊隅のいうとおりだな。<0A>可能な限りリスク回避をしておくことは正しい」<01>","【佐久间】「确实如伊隅所说。<0A>尽可能提前规避风险，是正确的」<01>"
"4772","pf:static:photonflowers11.rio.002:1449567684:00149177","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","狩野","【狩野】「三浦たちの分隊長がサシでやるっつうんだ、<03>他の連中も納得すんだろ。<0A>しかも伊隅は神宮司を一番恨んでる」<01>","【狩野】「既然三浦她们的分队长都说要单独去谈了，其他人也会接受吧。<0A>而且伊隅是最恨神宫司的」<01>"
"4773","pf:static:photonflowers11.rio.002:1449567684:00149715","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>私、<03>そんなこと言ったかしら」<01>","【美知留】「……我说过那种话吗？」<01>"
"4774","pf:static:photonflowers11.rio.002:1449567684:00149871","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","狩野","【狩野】「無理すんなよ優等生、<03>あんだけ目の敵にされりゃ恨むのが普通だろ」<01>","【狩野】「别勉强了，优等生。被她当成眼中钉到那种程度，恨她才正常吧」<01>"
"4775","pf:static:photonflowers11.rio.002:1449567684:00150205","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>別に、<03>普通じゃないわ」<01>","【美知留】「……我本来就不普通」<01>"
"4776","pf:static:photonflowers11.rio.002:1449567684:00150349","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","狩野","【狩野】「ま、<03>出世狙ってるおまえが、<03>それを隠したいって気持ちはわかるぜ」<01>","【狩野】「算了，你一心想往上爬，我也理解你想把那份恨意藏起来」<01>"
"4777","pf:static:photonflowers11.rio.002:1449567684:00150671","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「しかし、<03>その冷静さはさすがだな。<0A>こんな時でも動じないおまえは…<03>…<03>本当にすごいよ」<01>","【佐久间】「不过，你的冷静果然了不起。<0A>这种时候都不为所动……你真的很厉害」<01>"
"4778","pf:static:photonflowers11.rio.002:1449567684:00151071","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>そんなこと…<03>…<03>ないわよ」<01>","【美知留】「……没有……那回事」<01>"
"4779","pf:static:photonflowers11.rio.002:1449567684:00151187","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「正直なところ、<03>俺達かなり頭に血が上ってたよ。<0A>まったく面目ない」<01>","【佐久间】「说实话，我们刚才确实气昏头了。<0A>真是没脸见人」<01>"
"4780","pf:static:photonflowers11.rio.002:1449567684:00151473","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","狩野","【狩野】「念のため、<03>ある程度時間が経ったら様子は見に行かせる…<03>…<03>いいな？」<01>","【狩野】「为保险起见，过一段时间我会派人去看看情况……可以吧？」<01>"
"4781","pf:static:photonflowers11.rio.002:1449567684:00151773","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","まあ…<03>…<03>そのくらいの保険はかけたいでしょうね。<0A>さすが闇商売やってるだけあって、<03>佐久間よりしっかりしてる――。<01>","嗯……他们当然想加上这么一道保险。<0A>到底是做地下生意的人，狩野比佐久间考虑得更周全——<01>"
"4782","pf:static:photonflowers11.rio.002:1449567684:00152277","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「――わかった。<0A>じゃあ、<03>早速動くわ」<01>","【美知留】「——明白了。<0A>那么，我立刻行动」<01>"
"4783","pf:static:photonflowers11.rio.002:1449567684:00152441","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","佐久間","【佐久間】「頼んだぞ。<0A>――俺達も準備に掛かろう」<01>","【佐久间】「拜托你了。<0A>——我们也开始准备吧」<01>"
"4784","pf:static:photonflowers11.rio.002:1449567684:00152633","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","狩野","【狩野】「――おう！」<01>","【狩野】「——好！」<01>"
"4785","pf:static:photonflowers11.rio.002:1449567684:00152695","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「――伊隅…<03>…<03>！」<01>","【竹宫】「——伊隅……！」<01>"
"4786","pf:static:photonflowers11.rio.002:1449567684:00152777","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「…<03>…<03>あんた…<03>…<03>なんで…<03>…<03>？！」<01>","【竹宫】「……你……为什么……？！」<01>"
"4787","pf:static:photonflowers11.rio.002:1449567684:00152883","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>わかってる、<03>竹宮。<0A>調子合わせて手の内を聞き出しただけ。<0A>だから、<03>安心して」<01>","【美知留】「……我明白，竹宫。<0A>我只是顺着他们的话，把计划内容套出来。<0A>所以，放心吧」<01>"
"4788","pf:static:photonflowers11.rio.002:1449567684:00153303","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「…<03>…<03>えっ、<03>じゃあ…<03>…<03>？」<01>","【竹宫】「……咦，那就是说……？」<01>"
"4789","pf:static:photonflowers11.rio.002:1449567684:00153421","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「三浦も藤澤も絶対あんなこと望んでない。<0A>騒ぎにならないように、<03>私が何とかする」<01>","【美知留】「三浦和藤泽绝对不会希望发生那种事。<0A>我会设法不让它闹大」<01>"
"4790","pf:static:photonflowers11.rio.002:1449567684:00153745","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「――あんた、<03>いったいどうするつもりなの？！」<01>","【竹宫】「——你到底打算怎么做？！」<01>"
"4791","pf:static:photonflowers11.rio.002:1449567684:00153933","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「大丈夫、<03>私に考えがある。<0A>だからできる限りのバックアップ、<03>頼むわよ」<01>","【美知留】「没关系，我有办法。<0A>所以请尽你所能支援我」<01>"
"4792","pf:static:photonflowers11.rio.002:1449567684:00154195","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「でも――」<01>","【竹宫】「可是——」<01>"
"4793","pf:static:photonflowers11.rio.002:1449567684:00154255","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「――打ち合わせしてる時間なんて無い。<0A>こんな状況で後ろを任せられるのは、<03>もうあんたしかいないんだから」<01>","【美知留】「——已经没有时间详细商量了。<0A>这种情况下，能让我把后方托付出去的人，只剩下你了」<01>"
"4794","pf:static:photonflowers11.rio.002:1449567684:00154579","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「…<03>…<03>伊隅」<01>","【竹宫】「……伊隅」<01>"
"4795","pf:static:photonflowers11.rio.002:1449567684:00154653","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"4796","pf:static:photonflowers11.rio.002:1449567684:00154725","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","竹宮","【竹宮】「…<03>…<03>わかった。<0A>なんとかやってみる」<01>","【竹宫】「……明白了。<0A>我会想办法试试」<01>"
"4797","pf:static:photonflowers11.rio.002:1449567684:00154863","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「頼んだわよ…<03>…<03>」<01>","【美知留】「拜托你了……」<01>"
"4798","pf:static:photonflowers11.rio.002:1449567684:00154943","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「はぁ…<03>…<03>…<03>…<03>」<01>","【美知留】「唉…………」<01>"
"4799","pf:static:photonflowers11.rio.002:1449567684:00155019","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","ごめん、<03>竹宮…<03>…<03>。<0A>こういう嘘はつけるんだ、<03>私…<03>…<03>。<01>","对不起，竹宫……<0A>原来这种谎言，我说得出口……<01>"
"4800","pf:static:photonflowers11.rio.002:1449567684:00155165","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「それにしても……」<01>","【美知留】「话说回来……」<01>"
"4801","pf:static:photonflowers11.rio.002:1449567684:00155285","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","ここに来て教官に目の敵にされているというパブリックイメージに助けられるとは…<03>…<03>。<0A>人生なにが幸いするかわからない。<01>","没想到到了这个时候，“被教官当作眼中钉”的公众形象竟帮了我……<0A>人生中什么会带来好结果，真是无法预料。<01>"
"4802","pf:static:photonflowers11.rio.002:1449567684:00155669","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","監視はいない…<03>…<03>か。<01>","没有人在监视……吗。<01>"
"4803","pf:static:photonflowers11.rio.002:1449567684:00155725","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","みちる","【みちる】「…<03>…<03>…<03>…<03>」<01>","【美知留】「…………」<01>"
"4804","pf:static:photonflowers11.rio.002:1449567684:00155797","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","やはりこれは陰謀なんてレベルの話じゃない。<0A>狩野の背後にいるバカの功名心が問題を面倒にしているだけだ。<01>","果然，这根本不是称得上阴谋的事情。<0A>只是狩野背后那个蠢货的功名心，让问题变得麻烦起来。<01>"
"4805","pf:static:photonflowers11.rio.002:1449567684:00156239","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","裏ルートで小銭稼ぎをしてはいるが、<03>狩野は根っからの悪党ではない。<0A>要領の良いお調子者が幼稚な義侠心に突き動かされているだけだ。<01>","狩野虽然靠非公开渠道赚些小钱，但并不是天生的恶人。<0A>他只是个精明圆滑的轻浮家伙，被幼稚的侠义心推动着。<01>"
"4806","pf:static:photonflowers11.rio.002:1449567684:00156647","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","あるいは、<03>日頃候補生達を食い物にしているだけに、<03>その後ろめたさをこの機に精算したいという欲求かも知れない。<01>","又或者，他平时一直把候补生们当作牟利对象，所以想借这个机会清算那份愧疚。<01>"
"4807","pf:static:photonflowers11.rio.002:1449567684:00157017","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","いずれにしても、<03>狩野のコネクションが正義の側に立つチャンスには違いない。<01>","无论如何，这对狩野的人脉而言，确实是一次站到正义一方的机会。<01>"
"4808","pf:static:photonflowers11.rio.002:1449567684:00157259","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","そういう心理につけ込まれ、<03>新聞社のツレとやらにうまく踊らされようとしているんだ。<01>","狩野正是被人抓住这种心理，眼看就要让那个所谓的报社朋友操纵得团团转。<01>"
"4809","pf:static:photonflowers11.rio.002:1449567684:00157551","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","そいつにとっては、<03>狩野と佐久間の計画が成功しようが失敗しようが構わないはずだ。<0A>神宮司教官の周囲で騒ぎさえ起きれば、<03>それで…<03>…<03>。<01>","对那个人来说，狩野与佐久间的计划成功或失败都无所谓。<0A>只要神宫司教官周围发生骚动，就已经足够……<01>"
"4810","pf:static:photonflowers11.rio.002:1449567684:00158021","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","だとするなら、<03>佐久間と狩野の大義名分を奪えば済む話だ。<01>","既然如此，只要夺走佐久间和狩野行动的大义名分就行。<01>"
"4811","pf:static:photonflowers11.rio.002:1449567684:00158251","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","真面目な連中と不満を持つ連中のリーダー格が矛を収めれば、<03>この騒ぎは終わる。<01>","只要认真派和不满派的领头人物收起武器，这场骚动就会结束。<01>"
"4812","pf:static:photonflowers11.rio.002:1449567684:00158491","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","他の連中は佐久間と狩野に乗っかってストレス発散をしているに過ぎない。<01>","其他人只不过是跟在佐久间和狩野后面，借机发泄压力。<01>"
"4813","pf:static:photonflowers11.rio.002:1449567684:00158785","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","そして、<03>狩野の手前ああはいっているが、<03>言い回しから察するに佐久間は事を荒立てるのは望んでいないはず。<01>","而且，佐久间虽然顾忌狩野才说成那样，但从措辞判断，他应该并不希望事态扩大。<01>"
"4814","pf:static:photonflowers11.rio.002:1449567684:00159157","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","利に聡い狩野も単独で上層部を敵に回すことはしないだろう。<0A>それは、<03>食品の裏取引ルートを潰されたときに動いていないことからもわかる。<01>","精于利害的狩野，也不会独自与上层为敌。<0A>从食品地下交易路线被破坏时他没有采取行动，也能看出这一点。<01>"
"4815","pf:static:photonflowers11.rio.002:1449567684:00159749","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","この事態を招いたのは…<03>…<03>私の能力不足だ。<01>","招致这种局面的是……我的能力不足。<01>"
"4816","pf:static:photonflowers11.rio.002:1449567684:00159951","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1449567684","","私のやるべきことはひとつ、<03>いまこそ教官と候補生の間に立ち、<03>状況を好転させることだ。<01>","我该做的事只有一件：现在正应站到教官与候补生之间，让局势好转。<01>"
"4817","pf:static:photonflowers11.rio.002:1513970884:00035983","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","みちる","【みちる】「さて…<03>…<03>どうしたものか…<03>…<03>」<01>","【美知留】「那么……该怎么办……」<01>"
"4818","pf:static:photonflowers11.rio.002:1513970884:00036131","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","大義名分を奪うという目標は定まった。<0A>だが、<03>具体的対策はまったく見えて来ない…<03>…<03>。<01>","剥掉他们为行动辩护的理由，这个目标已经确定。<0A>但具体对策却完全看不到……<01>"
"4819","pf:static:photonflowers11.rio.002:1513970884:00036633","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","このままでは徒に時間を浪費し、<03>狩野の背後にいるバカにネタを提供することになってしまう。<01>","继续这样下去，只会白白浪费时间，并给狩野背后的蠢货提供新闻素材。<01>"
"4820","pf:static:photonflowers11.rio.002:1513970884:00037131","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","三浦の死を…<03>…<03>藤澤の負傷を…<03>…<03>。<01>","拿三浦的死……拿藤泽的重伤……<01>"
"4821","pf:static:photonflowers11.rio.002:1513970884:00037315","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","下衆な功名心に利用させてたまるか…<03>…<03>！！<01>","绝不能让这些惨剧沦为卑劣的扬名工具……！！<01>"
"4822","pf:static:photonflowers11.rio.002:1513970884:00037467","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","私の目標を…<03>…<03>居場所を…<03>…<03>そんな奴らに汚させはしない…<03>…<03>！！<01>","我的目标……我的归属……绝不会让那种人玷污……！！<01>"
"4823","pf:static:photonflowers11.rio.002:1513970884:00037769","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","竹宮","【竹宮】「――なんでそんなに冷静なのよッ！？　なんで平気なわけッ！？」<01>","【竹宫】「——你为什么能这么冷静？！为什么还能若无其事？！」<01>"
"4824","pf:static:photonflowers11.rio.002:1513970884:00038045","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","竹宮","【竹宮】「なんか…<03>…<03>強いよね…<03>…<03>。<0A>すごく割り切ってるっていうか、<03>動じないっていうか…<03>…<03>」<01>","【竹宫】「该怎么说……你很坚强呢……<0A>像是能彻底想开，又像是什么都动摇不了你……」<01>"
"4825","pf:static:photonflowers11.rio.002:1513970884:00038309","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","竹宮","【竹宮】「あたしがあんたの立場だったら…<03>…<03>おかしくなってたかも…<03>…<03>」<01>","【竹宫】「如果我处在你的立场……说不定已经崩溃了……」<01>"
"4826","pf:static:photonflowers11.rio.002:1513970884:00038517","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","佐久間","【佐久間】「しかし、<03>その冷静さはさすがだな。<0A>こんな時でも動じないおまえは…<03>…<03>本当にすごいよ」<01>","【佐久间】「不过，你的冷静果然了不起。<0A>这种时候都不为所动……你真的很厉害」<01>"
"4827","pf:static:photonflowers11.rio.002:1513970884:00038917","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","みちる","【みちる】「…<03>…<03>何が…<03>…<03>さすがよ…<03>…<03>」<01>","【美知留】「……有什么……了不起的……」<01>"
"4828","pf:static:photonflowers11.rio.002:1513970884:00039071","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","結局…<03>…<03>まるでわかっていない。<0A>私が動揺していないとでも思っているのか…<03>…<03>？！<01>","到头来……他们根本什么都不明白。<0A>难道以为我没有动摇吗……？！<01>"
"4829","pf:static:photonflowers11.rio.002:1513970884:00039353","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","訓練期間の仮編成とはいえ…<03>…<03>指揮下の部隊員が――仲間が死んだんだぞ…<03>…<03>！？<01>","即便只是训练期内的临时编制……我指挥下的队员——我的同伴死了啊……？！<01>"
"4830","pf:static:photonflowers11.rio.002:1513970884:00039717","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","人が表面に見せる言動がすべてだと思っているのか…<03>…<03>？！<01>","他们以为一个人表面表现出来的言行就是全部吗……？！<01>"
"4831","pf:static:photonflowers11.rio.002:1513970884:00040017","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","――自分がそうだから他人も同じだって決めつけているんだろう！？<01>","——只是因为自己就是这样，就认定别人也同样如此吧？！<01>"
"4832","pf:static:photonflowers11.rio.002:1513970884:00040271","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","そうじゃなければ――そうあってほしいっていう願望だ…<03>…<03>！！<01>","不然——就是他们希望我真的如此……！！<01>"
"4833","pf:static:photonflowers11.rio.002:1513970884:00040485","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","私は…<03>…<03>…<03>…<03>あの人は…<03>…<03>違うんだ…<03>…<03>ッ！<01>","我……还有那个人……和他们不一样……！<01>"
"4834","pf:static:photonflowers11.rio.002:1513970884:00040617","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","ぶら下がって、<03>反射的に文句ばかり吐き出す輩とは…<03>…<03>違うんだ…<03>…<03>！！<01>","和那些依附别人、只会条件反射般吐出抱怨的家伙……不一样……！！<01>"
"4835","pf:static:photonflowers11.rio.002:1513970884:00040865","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","立場や求められる責務に…<03>…<03>それに忠実な人格を振る舞わなければならない者だって…<03>…<03>いるんだ――！<01>","有些人……必须忠于自己的立场和被赋予的职责，表现出与之相称的样子——！<01>"
"4836","pf:static:photonflowers11.rio.002:1513970884:00041201","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","みちる","【みちる】「――っ！！？」<01>","【美知留】「——？！」<01>"
"4837","pf:static:photonflowers11.rio.002:1513970884:00041263","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","みちる","【みちる】「…<03>…<03>…<03>…<03>だめだ…<03>…<03>やっぱり、<03>かなり参ってるみたいだ」<01>","【美知留】「…………不行……看来我的状态果然糟透了」<01>"
"4838","pf:static:photonflowers11.rio.002:1513970884:00041537","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","みっともない…<03>…<03>。<0A>八つ当たりも良いところだ…<03>…<03>。<01>","太难看了……<0A>这根本就是迁怒……<01>"
"4839","pf:static:photonflowers11.rio.002:1513970884:00041719","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","周りからどう見られるかなんて、<03>わかった上でやって来たことなのに…<03>…<03>。<01>","明明我一路走来，早就知道周围会怎样看待自己……<01>"
"4840","pf:static:photonflowers11.rio.002:1513970884:00041941","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","自分でその道を選んでおきながら、<03>感情にまかせてあたりちらすなんて…<03>…<03>最低だ。<01>","明明是自己选择了这条路，却任由感情在心里迁怒别人……实在太差劲了。<01>"
"4841","pf:static:photonflowers11.rio.002:1513970884:00042355","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","みちる","【みちる】「…<03>…<03>でも…<03>…<03>ある意味うらやましいわね」<01>","【美知留】「……不过……从某种意义上说，真让人羡慕」<01>"
"4842","pf:static:photonflowers11.rio.002:1513970884:00042511","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","自分の目に見えるものが、<03>世界のすべてだと思い込めるあの純粋さ…<03>…<03>。<01>","那种能够认定自己眼中所见就是世界全部的单纯……<01>"
"4843","pf:static:photonflowers11.rio.002:1513970884:00042751","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","私もそうであればもっと楽だったはず…<03>…<03>。<01>","如果我也能那样，应该会轻松得多……<01>"
"4844","pf:static:photonflowers11.rio.002:1513970884:00042939","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","恐怖を克服するのは怒りだ――。<01>","克服恐惧的，是愤怒——<01>"
"4845","pf:static:photonflowers11.rio.002:1513970884:00043019","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","今日の事故で私達が怖じ気づくのを避けるため、<03>神宮司教官はわざと候補生を怒らせている――それは確実だ。<01>","为了避免我们因今天的事故畏缩，神宫司教官故意激怒候补生——这一点可以确定。<01>"
"4846","pf:static:photonflowers11.rio.002:1513970884:00043421","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","この難局を乗り越えるため、<03>自分という共通の敵を作ることで結束させようとしているんだ。<01>","她是想把自己塑造成共同的敌人，让众人团结起来，共同渡过难关。<01>"
"4847","pf:static:photonflowers11.rio.002:1513970884:00043715","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","そしてそれは、<03>教官が想定していた以上の効果を発揮してしまっている。<01>","而且，这个方法发挥出了超出教官预想的效果。<01>"
"4848","pf:static:photonflowers11.rio.002:1513970884:00044009","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","みちる","【みちる】「いや…<03>…<03>やはり想定内と見ておくべきか…<03>…<03>」<01>","【美知留】「不……果然还是应该视为在预想之内吗……」<01>"
"4849","pf:static:photonflowers11.rio.002:1513970884:00044257","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","要は単純な話だ。計算で挑発的な言動をしたのなら、<03>候補生達がどういう行動に出るかなどすべて予測の上だろう。<01>","道理很简单。既然那些挑衅言行出自计算，她想必也预先推演过候补生会采取什么行动。<01>"
"4850","pf:static:photonflowers11.rio.002:1513970884:00044549","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","当然、<03>暴動などの最悪のケースも想定はしているはず。<01>","暴动之类的最坏情况，当然也应该在她的预想之中。<01>"
"4851","pf:static:photonflowers11.rio.002:1513970884:00044783","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","だが…<03>…<03>感情の昂ぶりは侮れない。<0A>それはたった今、<03>私自身が経験している。<01>","但是……绝不能轻视情绪的高涨。<0A>这一点，我刚刚亲自经历过。<01>"
"4852","pf:static:photonflowers11.rio.002:1513970884:00045117","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","感情的なものを否定している私でさえ、<03>いつの間にか自分を見失ってしまう。<01>","就连一直否定情绪化判断的我，也在不知不觉间迷失了自己。<01>"
"4853","pf:static:photonflowers11.rio.002:1513970884:00045405","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","見たところ訓練校内のセキュリティレベルは上がってない。<01>","就目前所见，训练学校内的安保等级并没有提高。<01>"
"4854","pf:static:photonflowers11.rio.002:1513970884:00045575","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","いくら想定しているからと言っても、<03>管理側からそのようにあからさまな信用放棄はできないだろう。<01>","就算管理方预见了风险，也不能如此公然地表现出已经放弃信任候补生吧。<01>"
"4855","pf:static:photonflowers11.rio.002:1513970884:00045909","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","だとすれば、<03>対応は後手をベースに立てているはず。<01>","既然如此，他们的应对方案应该以事后处置为基础。<01>"
"4856","pf:static:photonflowers11.rio.002:1513970884:00046217","photonflowers11.rio.002","crsa:photonflowers11.rio.002@1513970884","","その場合、<03>暴動という全体状況には対処できても、<03>負傷者という個別状況まで手は回らない。<0A>――むしろそれは織り込み済みということだ。<01>","如果真是这样，管理方即使能够应对暴动这个整体局面，也无暇顾及伤员这样的个别情况。<0A>——不如说，这种损失本就在预案之中。<01>"
