"call_order","id","egpack","scene","speaker_jp","jp_text","cn_text"
"5118","game_t05135","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「心得ております、\w九條卿。お心遣い、\w痛み入ります」\p","「我明白，九条卿。承蒙您关照，感激不尽。」\p"
"5119","game_t05136","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","九條中佐","「今は耐えるのだ。斯衛の矜持を示すのは、\w先陣に在る時ばかりなるまいぞ」\p","「现在要忍耐。斯卫的矜持，并非只有身处前锋时才能展现。」\p"
"5120","game_t05137","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「――は」\p","「——是。」\p"
"5121","game_t05138","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5122","game_t05139","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――崇宰大尉、\w少しいいかい」\p","「——崇宰上尉，能占用你一点时间吗？」\p"
"5123","game_t05140","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「は、\w斑鳩少佐。いかがされましたか」\p","「是，斑鸠少校。请问有何吩咐？」\p"
"5124","game_t05141","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「よかったじゃないか大尉。殿下のお墨付きを戴いて」\p","「这不是很好吗，上尉。你已经得到殿下的首肯了。」\p"
"5125","game_t05142","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「はっはっはっ、\w怖い顔も雅やかだね恭子。""鬼姫""の字は伊達じゃない。いつもの凜とした微笑み――私はそちらがより好きではあるけれどね」\p","「哈哈哈，生气的样子也很优雅啊，恭子。‘鬼姬’之名果然名不虚传。不过，我还是更喜欢你平时那凛然的微笑。」\p"
"5126","game_t05143","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「少佐、\w今は服務中故、\wそのような――っ！？」\p","「少校，现在尚在执行公务，请不要说这种——！？」\p"
"5127","game_t05144","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「殿下は仰ったじゃないか。斯衛軍の一機たりとも、\wとね。つまり斯衛軍でなければ構わない――そう言外に含まれたのさ」\p","「殿下不是说了吗？‘斯卫军一架机体也不得出动。’换言之，只要不是斯卫军的机体便无妨——这就是他话中的言外之意。」\p"
"5128","game_t05145","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「おやめ…\w…\wください…\w…\w」\p","「请您……别再说了……」\p"
"5129","game_t05146","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「そのような屁理屈…\w…\wっ！　あなたは…\w…\w昔から…\w…\w！」\p","「这种强词夺理……！您从以前起……就一直……！」\p"
"5130","game_t05147","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「あるのさ…\w…\w」\p","「有的……」\p"
"5131","game_t05148","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「え…\w…\w？」\p","「诶……？」\p"
"5132","game_t05149","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「斯衛軍には未登録で、\w敵支配域への強行突入と密集機動格闘戦に耐え――」\p","「它尚未登记在斯卫军名下，却能承受强行突入敌占区和密集机动格斗战——」\p"
"5133","game_t05150","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「――！？」\p","「――！？」\p"
"5134","game_t05151","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――なおかつ、\w生還できる可能性を秘めた機体が、\wね」\p","「——而且还具备让驾驶员生还之可能的机体。」\p"
"5135","game_t05152","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「――少佐…\w…\w今、\w何と…\w…\w？」\p","「——少校……您刚才……说什么……？」\p"
"5136","game_t05153","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「試製９８式――伊賀の開発試験場に４タイプ、\nひと揃いしているよ」\p","「试制98式——伊贺开发试验场内，四种型号正好齐备一套。」\p"
"5137","game_t05154","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「試製…\w…\w９８式！？　伊賀の開発試験場…\w…\w！？」\p","「试制……98式！？伊贺开发试验场……！？」\p"
"5138","game_t05155","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「そう、\w目と鼻の先だ。信頼できる部下を連れて行くと良い」\p","「没错，就在近旁。带上你信得过的部下过去吧。」\p"
"5139","game_t05156","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「ですが…\w…\w！」\p","「可是……！」\p"
"5140","game_t05157","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「わかっている、\w案ずる必要はないよ。学徒兵の回収は帝国軍の救助隊をこっそり帯同させればいい」\p","「我明白，不必担心。营救学生兵时，只要暗中带上帝国军救援队即可。」\p"
"5141","game_t05158","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「え…\w…\w？」\p","「诶……？」\p"
"5142","game_t05159","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「勿論それは私が引き受けるよ。なに、\wその手の伝には事欠かないさ」\p","「当然，这件事由我来安排。放心，这方面的人脉我从来不缺。」\p"
"5143","game_t05160","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5144","game_t05161","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「どうだい、\w恭子。斯衛軍は一機も動かしていないだろう？」\p","「怎么样，恭子？斯卫军可是一架机体都没有出动吧？」\p"
"5145","game_t05162","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5146","game_t05163","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「ふふふ…\w…\w困ったな。まだ信用してくれないのかい？」\p","「呵呵呵……真伤脑筋。你还是不肯相信我吗？」\p"
"5147","game_t05164","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「そうでした…\w…\w」\p","「是啊……」\p"
"5148","game_t05165","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「…\w…\wん？」\p","「……嗯？」\p"
"5149","game_t05166","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「あなたは、\w昔から…\w…\w何を考えているかわからない男だった」\p","「您这个人……从以前起，就让人猜不透究竟在想什么。」\p"
"5150","game_t05167","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5151","game_t05168","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「ですが…\w…\w粗略であったことも、\w虚言を弄すことも、\w終ぞありませんでしたね」\p","「可是……您从未行事草率，也从未以谎言欺骗他人。」\p"
"5152","game_t05169","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「ひとつ伺います。彼の試製９８式――少佐のために搬入されたものですね？」\p","「我只问一件事。那架试制98式——是为少校您运来的吧？」\p"
"5153","game_t05170","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「そう、\wようやく試験運用段階に入ってね。その実戦テストに私が任じられた」\p","「没错。它终于进入试验运用阶段，而我被任命负责实战测试。」\p"
"5154","game_t05171","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「量産前提の試験運用段階で…\w…\w実戦、\wですか？」\p","「以量产为前提的试验运用阶段……却要进行实战测试？」\p"
"5155","game_t05172","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「第二帝都で拵えている殿下の機体――その仕様確定のため、\wこの防衛戦で基準データを取るはずだったのさ」\p","「原本计划在这场防卫战中取得基准数据，以确定正在第二帝都为殿下制造之机的最终规格。」\p"
"5156","game_t05173","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「ところが、\w急激な戦況の悪化に驚いたのか、\w城内省本営が即刻送り返せなどと言ってきてねぇ…\w…\w」\p","「可城内省本营大概是被急剧恶化的战局吓到了，突然命令我们立刻把机体送回去……」\p"
"5157","game_t05174","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「なるほど――得心しました。少佐はそれでもおやりになるつもりでしたのね、\w実戦試験を」\p","「原来如此——我明白了。即便如此，少校还是准备进行实战测试吧。」\p"
"5158","game_t05175","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「即時出撃可能な由は、\wそれ故でありましょう？」\p","「机体能够立即出击，正是因为这个缘故，对吗？」\p"
"5159","game_t05176","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「さてねえ…\w…\w」\p","「谁知道呢……」\p"
"5160","game_t05177","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「それでは尚のこと、\w私が貸与いただくわけには――」\p","「既然如此，我就更不能借用——」\p"
"5161","game_t05178","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「いいさ、\w君に譲るよ。この期に及んで人様の檜舞台に縋り付くほど、\w無粋ではないつもりだ」\p","「没关系，让给你吧。事已至此，我还不至于不解风情地霸占别人的舞台。」\p"
"5162","game_t05179","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w無粋？」\p","「……不解风情？」\p"
"5163","game_t05180","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「それに…\w…\w元より君は、\w行くつもりだったのだろう？」\p","「何况……你本来就打算去，不是吗？」\p"
"5164","game_t05181","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5165","game_t05182","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――元より私は、\w行くつもりだったからね」\p","「——因为我从一开始，也打算亲自去。」\p"
"5166","game_t05183","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5167","game_t05184","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「もしお咎めがあるなら、\wどのみち同じさ。君に貸与しようが、\w搬送命令を無視して出撃しようが、\wね」\p","「如果真要追责，反正结果都一样。无论是把机体借给你，还是无视送还命令擅自出击。」\p"
"5168","game_t05185","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「同じ首尾なら、\w君を瑞鶴であの地獄に放り出さなかっただけ、\w上出来というものだ」\p","「既然结果相同，至少没有让你驾驶瑞鹤冲进那片地狱，就已经算得上圆满了。」\p"
"5169","game_t05186","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「少佐のお覚悟と高配に心から感謝申し上げます。無論私は、\wこの仕儀に関わる如何なお咎めも受ける所存です」\p","「少校的决心与厚意，我由衷感激。当然，此次事件引发的任何责罚，我都愿意承担。」\p"
"5170","game_t05187","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「はっはっはっ、\w本気なところが実にらしい」\p","「哈哈哈，你这副认真劲还真有你的风格。」\p"
"5171","game_t05188","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「だが君は今日、\w戦場の伝説を創った。しかも、\w斯衛にとって格別好都合なものをね。お咎めなど在ろうはずがないさ」\p","「不过，你今天已经在战场上创造了传说。而且还是一个对斯卫军格外有利的传说。根本不会有人追究你。」\p"
"5172","game_t05189","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「そうであれば良いのですが――少佐の楽観的解釈を真に受けるほど、\w自惚れてはおりません」\p","「若真如此当然再好不过——但我还没有自负到会把少校的乐观解释全盘当真。」\p"
"5173","game_t05190","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5174","game_t05191","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「確かに、\w試製９８式の性能と戦果は些か伝説的ではあります。ですが、\wそれが私の抗命を帳消しにするとは思っておりません」\p","「试制98式的性能与战果，确实堪称传奇。但我不认为凭这些就能抵消我抗命之罪。」\p"
"5175","game_t05192","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「やれやれ、\w信を得られずは私の不徳か、\w君の篤実か…\w…\w」\p","「哎呀，无法取得你的信任，究竟是我德行不足，还是你为人过于笃实呢……」\p"
"5176","game_t05193","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「砲弾雨と降り注ぎ異形跋扈する帝都。其の駆け巡るは神速、\w轟咆伴い空より来たりて群れ為す怨敵瞬刻に圧す。宛も雷神の降臨――」\p","「炮弹如雨、异形横行的帝都。那道身影神速驰骋，伴着轰鸣从天而降，顷刻镇压成群怨敌，宛如雷神降世——」\p"
"5177","game_t05194","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5178","game_t05195","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――そう確信しただろうね、\w取り残された戦場で、\w凄惨な死を覚悟していた者たちは」\p","「——被遗留在战场、已经做好惨死觉悟的人们，一定都如此确信吧。」\p"
"5179","game_t05196","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「しかも、\wそれを見ていたのは君が救った者だけではない」\p","「而且亲眼目睹这一幕的，并不只有被你救下的人。」\p"
"5180","game_t05197","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「その救助に向かった部隊の者。斯衛は勿論、\w在日米軍や帝国軍の将兵、\w指揮官。そして――」\p","「亲眼见证这一幕的，还有前去救援的部队官兵。斯卫自不必说，也包括驻日美军和帝国军的将士、指挥官。以及——」\p"
"5181","game_t05198","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――帝都を愛するあまり、\w避難命令に従わなかった国民たちも、\wだ。奇蹟の救助を成した雷神の如き戦術機――その搭乗衛士を罰するなどできようものか」\p","「——还有那些因为深爱帝都而没有服从避难命令的国民。又有谁能惩罚那位驾驶雷神般的战术机、完成奇迹救援的卫士呢？」\p"
"5182","game_t05199","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「試製９８式はもう、\wただの戦術機ではないよ」\p","「试制98式已经不再只是一架战术机了。」\p"
"5183","game_t05200","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w？」\p","「…\w…\w？」\p"
"5184","game_t05201","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「戦域にその姿を現すだけで、\w全将兵の闘志を燃えあがらせる武神――雷神の顕現たる""武御雷""となったのさ」\p","「它已成为只要现身战区，便能点燃全军将士斗志的武神——雷神显现于世的‘武御雷’。」\p"
"5185","game_t05202","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「たけみかづち…\w…\w」\p","「武御雷……」\p"
"5186","game_t05203","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「向後、\w帝国は古今未曾有の苦難に塗れるだろう。その嚆矢として、\w僅か数日間で先進一等国の座から転げ落ちた」\p","「今后，帝国将深陷古今未有的苦难。而作为开端，帝国已在短短数日内从先进一等强国的地位跌落。」\p"
"5187","game_t05204","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5188","game_t05205","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「激減した人口は戦禍の継続によって回復せず、\w恐らく二度と同じ地位に返り咲くまい」\p","「人口骤减，又因战祸延续而无法恢复，恐怕再也无缘重返昔日地位。」\p"
"5189","game_t05206","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「斯様な暗黒の時代、\w人々に必要なのは神話だ。そして、\wその時社会を総べるものは父性ではない――母性だよ」\p","「在这样的黑暗时代，人们需要的是神话。而届时统御社会的，不会是父性——而是母性。」\p"
"5190","game_t05207","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w少佐、\w畏れながら五摂家たる御身が選する話柄としては、\w些か不心得かと」\p","「……少校，恕我冒昧，以您五摄家之尊，谈论这个话题未免有些不妥。」\p"
"5191","game_t05208","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「ああ、\wすまないね。試製９８式と君の活躍に、\wつい興奮してしまったようだ」\p","「啊，抱歉。大概是试制98式和你的表现让我太过兴奋了。」\p"
"5192","game_t05209","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「ふふふ…\w…\w」\p","「呵呵呵……」\p"
"5193","game_t05210","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\wでは、\w私はこれにて」\p","「……那么，我先告退了。」\p"
"5194","game_t05211","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――そういえば、\w君が救出した学徒兵の中に、\w篁公の跡取りがいたね」\p","「——说起来，你救出的学生兵当中，有篁公的继承人吧。」\p"
"5195","game_t05212","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\wは」\p","「……是。」\p"
"5196","game_t05213","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「いや、\w感動的じゃないか。\n父親の手がけた""武御雷""が、\w戦地に果てようとしていた愛娘を救うなんてね」\p","「这不是很感人吗？父亲亲手参与打造的‘武御雷’，竟然救下了即将死在战场上的爱女。」\p"
"5197","game_t05214","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5198","game_t05215","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「そして――」\p","「而且——」\p"
"5199","game_t05216","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「その機体の衛士が、\w遠縁にある五摂家の次期女性当主とはねえ…\w…\w」\p","「驾驶那架机体的卫士，又恰是与篁家有远亲关系、出身五摄家的下任女家主……」\p"
"5200","game_t05217","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「斑鳩…\w…\w少佐…\w…\w！？」\p","「斑鸠……少校……！？」\p"
"5201","game_t05218","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「美しい話だ…\w…\w実に雅やかだよ」\p","「多么美丽的故事……实在优雅至极。」\p"
"5202","game_t05219","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w崇継…\w…\wまさか、\wあなたは…\w…\w！」\p","「……崇继……难道你……！」\p"
"5203","game_t05220","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「顕在化した雷神を駆る者――だとするなら、\wさしずめ君は女神といったところか」\p","「既然你是驾驭显现于世之雷神的人——那么你大概就是女神了吧。」\p"
"5204","game_t05221","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","斑鳩少佐","「――ねえ、\w恭子？」\p","「——对吧，恭子？」\p"
"5205","game_t05222","０３０：１９９８年_78：崇宰恭子の帰還.egpack","０３０：１９９８年_78：崇宰恭子の帰還","崇宰大尉","「…\w…\w…\w…\w」\p","「…\w…\w…\w…\w」\p"
"5206","game_t05223","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","なんか遠くでうるさい…\w…\w。\p","远处好像很吵……\p"
"5207","game_t05224","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","頭の中と心の中でぐちゃぐちゃになってたものが、\wだんだん別れてきて、\w形がはっきりしてきた感じ…\w…\w。\p","脑袋和心里那些乱成一团的东西，好像正在一点点分开，轮廓也渐渐清楚起来……\p"
"5208","game_t05225","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","唯依","「ぅ…\w…\w…\w…\w」\p","「呜…………」\p"
"5209","game_t05226","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","多分、\w目を少し開いてる。\p","我大概稍微睁开了眼睛。\p"
"5210","game_t05227","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","でも、\w目の前のものがなんだかよくわからない。\p","可是，我不知道眼前的东西是什么。\p"
"5211","game_t05228","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","なんか見たことはある…\w…\w。\p","总觉得好像在哪里见过……\p"
"5212","game_t05229","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","だんだん、\w何となくわかって来てるけど、\wたぶんもっと時間がかかる気がする。\p","虽然渐渐有点明白了，但感觉还要花更多时间。\p"
"5213","game_t05230","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","…\w…\wああ、\wそうか。\p","……啊，原来如此。\p"
"5214","game_t05231","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","あれって軍用のテントの屋根だ。\p","那是军用帐篷的顶棚。\p"
"5215","game_t05232","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","どこかで見た気がしたんだ。\p","难怪觉得好像在哪里见过。\p"
"5216","game_t05233","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","唯依","「あれ…\w…\wなんで…\w…\wこんな…\w…\w」\p","「奇怪……为什么……会在这里……」\p"
"5217","game_t05234","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","見ているものや聞こえている音…\w…\wそれ自体は何かってわかるようになってきた。\p","看到的东西和听到的声音……我已经渐渐能明白它们各自是什么了。\p"
"5218","game_t05235","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","たぶん。でも、\wなんかひとつひとつでしか理解できない感じで気持ち悪い。\p","大概吧。可是，我好像一次只能理解一样东西，感觉很难受。\p"
"5219","game_t05236","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","それが何かはわかっているのに、\wその意味がわからない気持ち悪さ。\p","明明知道那是什么，却不明白它意味着什么。这种感觉很难受。\p"
"5220","game_t05237","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","唯依","「…\w…\wあ…\w…\wぅ…\w…\w」\p","「……啊……呜……」\p"
"5221","game_t05238","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","ちょっと起きてみようとしたけど…\w…\w。\p","我试着稍微坐起来……\p"
"5222","game_t05239","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","旁白","だめだ…\w…\wすごく怠い。身体が重すぎるよ。\p","不行……全身好乏力。身体沉得不得了。\p"
"5223","game_t05240","０３０：１９９８年_79：野戦病院　７月１５日.egpack","０３０：１９９８年_79：野戦病院　７月１５日","唯依","「あれ…\w…\w」\p","「奇怪……」\p"
