"jp","cn","status","category","occurrences","jp_text_rows","speaker_rows","aligned_cn_rows","variants_cn","first_stable_id","first_scene","source","basis"
"バカバカバカッッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00132438","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バカバカバカバカバカバカバカバカバカ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00373408","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バカヤローーーーーーーッッッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00400014","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バカンスプレゼント","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0874373084:00295552","crsa:photonmelodies11.rio.004@874373084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バキッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00428300","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バケモノ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00526327","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バサロ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00435575","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バスケットォォ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00284654","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バスケットボール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00359880","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バタ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00404558","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00381384","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バックル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00140870","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バッサリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00432538","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バッチシ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00252144","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バッチリオレ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00226706","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バッチーン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00267034","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バット","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00301008","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バテ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00487800","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バトン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00360245","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バナナ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00397709","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バニーガールコスチューム","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1933169644:00134968","crsa:photonmelodies11.rio.003@1933169644","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バラエティ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00351349","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00288834","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バリッバリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00356933","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バルゥゥゥーーーーーーーッッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00107260","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バルバルバルバルッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0499205748:00107164","crsa:photonmelodies11.rio.004@499205748","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バレバレ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00136464","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バレーボール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0979390512:00028066","crsa:photonmelodies11.rio.004@979390512","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バンカーショット","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00291442","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バーカバーカバ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00373712","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バーカバーカバーカ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00446207","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バージョンアップ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00317761","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"バーーーカ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00366131","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パア","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0874373084:00282502","crsa:photonmelodies11.rio.004@874373084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パイオニア","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00327738","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パイナップル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00397709","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パクパク","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00430599","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パスポート","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00164686","crsa:photonmelodies11.rio.003@1487490840","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パズル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00157744","crsa:photonmelodies11.rio.003@1487490840","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パソコン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00231745","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パッチリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00240554","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パツキン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00292355","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パニック","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00530815","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パノラマ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00386299","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パパイヤ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00397709","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パブリックイメージ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00243132","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パラメータ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00444513","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パラレル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00356363","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パルス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00299853","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パワード","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0655753292:00218852","crsa:photonmelodies11.rio.004@655753292","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パンフ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00205982","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"パーティグッズ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1933169644:00134432","crsa:photonmelodies11.rio.003@1933169644","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒゲメガネ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0695803188:00165205","crsa:photonmelodies11.rio.004@695803188","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00307507","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒットォ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00216921","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒットコール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00303829","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒットッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00274903","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒットヒットヒット","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1668688832:00326811","crsa:photonmelodies11.rio.003@1668688832","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒドイ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1272111780:00174090","crsa:photonmelodies11.rio.003@1272111780","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒネリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1216455180:00076471","crsa:photonmelodies11.rio.004@1216455180","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒモ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00277284","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒントォ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00498637","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ヒーヒ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00355739","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビギナ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00367571","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビクッビクッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1015106108:00234819","crsa:photonmelodies11.rio.004@1015106108","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビクビク","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0695803188:00115801","crsa:photonmelodies11.rio.004@695803188","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビシッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00211656","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビジュアル","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1259067424:00212854","crsa:photonmelodies11.rio.004@1259067424","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビチ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00737691","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビニール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00528628","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビビビーッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00281891","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビリッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1676972672:00189689","crsa:photonmelodies11.rio.004@1676972672","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビーチバスケットボール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00326388","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ビービービ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0979390512:00048144","crsa:photonmelodies11.rio.004@979390512","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピカイチ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0408936772:00031281","crsa:photonmelodies11.rio.004@408936772","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピクッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00399624","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピクリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00342085","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00465579","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピリッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:0839604068:00360884","crsa:photonmelodies11.rio.003@839604068","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピロピロ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1015106108:00161225","crsa:photonmelodies11.rio.004@1015106108","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピンポイント","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00348060","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ピーーーーーーッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0780938508:00070193","crsa:photonmelodies11.rio.004@780938508","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ファストフード","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1015106108:00171163","crsa:photonmelodies11.rio.004@1015106108","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ファーストキス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00524717","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フィニッシュ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:1487490840:00106280","crsa:photonmelodies11.rio.003@1487490840","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フィーリング","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00315394","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フェイスガード","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1511431932:00220333","crsa:photonmelodies11.rio.004@1511431932","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フェイント","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0131862200:00271602","crsa:photonmelodies11.rio.004@131862200","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フェラーリ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00546454","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フェロモン","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00301696","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フォーム","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00432733","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フッフッフ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00456439","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フライ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00301008","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フラグ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00261293","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フラッシュ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00294991","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フルーツ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00397991","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フレア","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.002:1214082412:00005185","crsa:photonmelodies11.rio.002@1214082412","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フレッシュ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00246944","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フレーズ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1457084560:00292557","crsa:photonmelodies11.rio.004@1457084560","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フレームレス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00399187","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フレームレスクリアドーム","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0933776684:00387091","crsa:photonmelodies11.rio.004@933776684","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フワッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00508105","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フンヌ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00329923","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"フンフンフンフンフンフンフンフンッ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00365262","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブァ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1235087732:00593646","crsa:photonmelodies11.rio.004@1235087732","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブイ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0812258960:00353526","crsa:photonmelodies11.rio.004@812258960","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブクブク","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0874373084:00148798","crsa:photonmelodies11.rio.004@874373084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブッチ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1327482084:00159889","crsa:photonmelodies11.rio.004@1327482084","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブツ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.002:1544313288:00228392","crsa:photonmelodies11.rio.002@1544313288","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブブ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0426952928:00737183","crsa:photonmelodies11.rio.004@426952928","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブヨ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1361070408:00465165","crsa:photonmelodies11.rio.004@1361070408","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブラックホール","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.003:2092185664:00347366","crsa:photonmelodies11.rio.003@2092185664","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブラックボックス","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:0979390512:00033840","crsa:photonmelodies11.rio.004@979390512","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
"ブラフ","","candidate","片假名/拉丁字母扫描候选","1","1","0","0","","pm:static:photonmelodies11.rio.004:1269734756:00362372","crsa:photonmelodies11.rio.004@1269734756","full_text_katakana_latin_scan","全文机械扫描候选；未据此自动固定中文"
