call_order,egpack,xml,message_tag_index,order_in_message,text_attr,id,jp,speaker_id,speaker_jp,status,same_id_total_egpacks,xml_attrs
3231,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,322,1,text,game_t03230,「海兵隊員は許可なく死ぬことを許されない！」,game_s00005,ダリル,ok,1,"__line__=""11920"" speaker=""$game_s00005"" text=""$game_t03230"" voice=""020_ダリル_A_D0441"""
3232,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,323,1,text,game_t03231,「海兵隊員は許可なく死ぬことを許されない！」,game_s00002,ウィル・リリア,ok,1,"__line__=""12030"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03231"" voice=""010_リリア_A_ZL0726"""
3233,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,324,1,text,game_t03232,「ウィルバート・コリンズ海兵隊少尉！　我々に課せられた任務は何だ！」,game_s00005,ダリル,ok,1,"__line__=""12040"" speaker=""$game_s00005"" text=""$game_t03232"" voice=""020_ダリル_A_D0442"""
3234,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,325,1,text,game_t03233,「は！　母艦の死守です！」,game_s00001,ウィル,ok,1,"__line__=""12160"" speaker=""$game_s00001"" text=""$game_t03233"" voice=""ウィル_A_Z0727"""
3235,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,326,1,text,game_t03234,「そのとおりだ！　リリア・シェルベリ海兵隊少尉！　我々に課せられた任務は何だ！？」,game_s00005,ダリル,ok,1,"__line__=""12180"" speaker=""$game_s00005"" text=""$game_t03234"" voice=""020_ダリル_A_D0443"""
3236,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,327,1,text,game_t03235,「友軍到着まで持ちこたえる事です！」,game_s00011,リリア,ok,1,"__line__=""12290"" speaker=""$game_s00011"" text=""$game_t03235"" voice=""010_リリア_A_L0643"""
3237,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,328,1,text,game_t03236,「そうだ！　我々は決してひとりではない！　我々は海兵隊員である！　海兵隊員は仲間を見捨てない！」,game_s00005,ダリル,ok,1,"__line__=""12360"" speaker=""$game_s00005"" text=""$game_t03236"" voice=""020_ダリル_A_D0444"""
3238,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,329,1,text,game_t03237,「――！」,game_s00002,ウィル・リリア,ok,1,"__line__=""12380"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03237"" voice=""010_リリア_A_ZL0728"""
3239,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,330,1,text,game_t03238,「いいか――！　たとえこの惑星が滅んでも、\w海兵隊は不滅である！　海兵第３１８戦術機隊――出撃！」,game_s00005,ダリル,ok,1,"__line__=""12460"" ruby=""$game_t03238_ruby"" speaker=""$game_s00005"" text=""$game_t03238"" voice=""020_ダリル_A_D0445"""
3240,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,331,1,text,game_t03239,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""12500"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03239"" voice=""010_リリア_A_ZL0729"""
3241,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,332,1,text,game_t03240,「――ＪＦＫ艦長より、\w通信可能全域部隊に達する」,game_s00004,オールストン准将,ok,1,"__line__=""12960"" speaker=""$game_s00004"" text=""$game_t03240"" voice=""040_オールストン准将_A_O0090"""
3242,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,333,1,text,game_t03241,「これは演習ではない。繰り返す、\wこれは演習でもなければ誤報でもない」,game_s00004,オールストン准将,ok,1,"__line__=""12990"" speaker=""$game_s00004"" text=""$game_t03241"" voice=""040_オールストン准将_A_O0091"""
3243,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,334,1,text,game_t03242,「覚悟して聞いて欲しい。…\w…\w未曾有の災害を経て生き抜いた我々の前に、\w再び奴らが現れた」,game_s00004,オールストン准将,ok,1,"__line__=""13010"" speaker=""$game_s00004"" text=""$game_t03242"" voice=""040_オールストン准将_A_O0092"""
3244,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,335,1,text,game_t03243,「――だが臆することはない。我々は世界最高の軍隊であり、\wかつ、\w敵を殲滅するに足る充分な戦力を所持している」,game_s00004,オールストン准将,ok,1,"__line__=""13100"" speaker=""$game_s00004"" text=""$game_t03243"" voice=""040_オールストン准将_A_O0093"""
3245,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,336,1,text,game_t03244,「そして諸君、\w喜ぶがいい」,game_s00004,オールストン准将,ok,1,"__line__=""13130"" speaker=""$game_s00004"" text=""$game_t03244"" voice=""040_オールストン准将_A_O0094"""
3246,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,337,1,text,game_t03245,「ＢＥＴＡは来た――だがその報をもたらしたのは、\w先ほど通過した低軌道観測衛星である」,game_s00004,オールストン准将,ok,1,"__line__=""13140"" speaker=""$game_s00004"" text=""$game_t03245"" voice=""040_オールストン准将_A_O0095"""
3247,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,338,1,text,game_t03246,「――諸君、\w我々には味方がいる。何らかの人類勢力が敵の侵攻を発見し、\wこの衛星群を派遣したのだ」,game_s00004,オールストン准将,ok,1,"__line__=""13150"" speaker=""$game_s00004"" text=""$game_t03246"" voice=""040_オールストン准将_A_O0096"""
3248,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,339,1,text,game_t03247,「未だ通信は中継されていない。だが、\w友軍は確実に我々の存在を発見しているだろう。私は、\wそう確信する」,game_s00004,オールストン准将,ok,1,"__line__=""13180"" speaker=""$game_s00004"" text=""$game_t03247"" voice=""040_オールストン准将_A_O0097"""
3249,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,340,1,text,game_t03248,「我々の任務は、\w可能な限り交戦を継続し、\w援軍の到来まで持ちこたえる事だ」,game_s00004,オールストン准将,ok,1,"__line__=""13260"" speaker=""$game_s00004"" text=""$game_t03248"" voice=""040_オールストン准将_A_O0098"""
3250,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,341,1,text,game_t03249,「死守命令などは出さん、\w命令はただ一つ。――全世界に我々の存在を知らせるよう派手に暴れてやれ」,game_s00004,オールストン准将,ok,1,"__line__=""13280"" speaker=""$game_s00004"" text=""$game_t03249"" voice=""040_オールストン准将_A_O0099"""
3251,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,342,1,text,game_t03250,「…\w…\w以上だ。作戦を開始する」,game_s00004,オールストン准将,ok,1,"__line__=""13350"" speaker=""$game_s00004"" text=""$game_t03250"" voice=""040_オールストン准将_A_O0100"""
3252,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,343,1,text,game_t03251,「『ゲティスバーグ』、\w『シドニー』、\w戦闘準備完了。以降は手動管制とします」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""13430"" speaker=""$game_s00019"" text=""$game_t03251"" voice=""060_JFKオペレーター１_A_Z0016"""
3253,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,344,1,text,game_t03252,「よろしい。全艦対地打撃戦態勢、\w全兵装使用自由」,game_s00004,オールストン准将,ok,1,"__line__=""13440"" speaker=""$game_s00004"" text=""$game_t03252"" voice=""040_オールストン准将_A_O0101"""
3254,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,345,1,text,game_t03253,「敵前衛、\w距離８０キロ地点到達確認」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""13450"" speaker=""$game_s00019"" text=""$game_t03253"" voice=""060_JFKオペレーター１_A_Z0017"""
3255,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,346,1,text,game_t03254,「各艦、\wミサイル発射準備よし――」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""13480"" speaker=""$game_s00020"" text=""$game_t03254"" voice=""070_JFKオペレーター２_A_Z0019"""
3256,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,347,1,text,game_t03255,「はじめよう」,game_s00004,オールストン准将,ok,1,"__line__=""13490"" speaker=""$game_s00004"" text=""$game_t03255"" voice=""040_オールストン准将_A_O0102"""
3257,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,348,1,text,game_t03256,「了解。第一波ミサイル発射！」,game_s00016,航海長,ok,1,"__line__=""13500"" speaker=""$game_s00016"" text=""$game_t03256"" voice=""080_航海長_A_Z0010"""
3258,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,349,1,text,game_t03257,「始まった…\w…\wッ！」,game_s00001,ウィル,ok,1,"__line__=""13840"" speaker=""$game_s00001"" text=""$game_t03257"" voice=""ウィル_A_Z0730"""
3259,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,350,1,text,game_t03258,ゲティスバーグとシドニーからの第一波ミサイルはＡＬ弾頭…\w…\w。,,,ok,1,"__line__=""13850"" text=""$game_t03258"""
3260,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,351,1,text,game_t03259,頼む…\w…\w！,,,ok,1,"__line__=""13870"" text=""$game_t03259"""
3261,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,352,1,text,game_t03260,光線属種さえいなければ…\w…\w。,,,ok,1,"__line__=""13960"" text=""$game_t03260"""
3262,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,353,1,text,game_t03261,撃墜されないでくれ…\w…\w！,,,ok,1,"__line__=""14050"" text=""$game_t03261"""
3263,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,354,1,text,game_t03262,…\w…\w…\w…\w。,,,ok,1,"__line__=""14090"" text=""$game_t03262"""
3264,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,355,1,text,game_t03263,…\w…\w…\w…\w。,,,ok,1,"__line__=""14180"" text=""$game_t03263"""
3265,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,356,1,text,game_t03264,まだ…\w…\w。,,,ok,1,"__line__=""14270"" text=""$game_t03264"""
3266,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,357,1,text,game_t03265,「第一波ミサイル、\wＢＥＴＡ群に向けて順調に飛行中、\w弾着まで約５分。――迎撃ありません」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""14380"" speaker=""$game_s00020"" text=""$game_t03265"" voice=""070_JFKオペレーター２_A_Z0020"""
3267,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,358,1,text,game_t03266,「…\w…\w戦力が不足しているのは連中も同じということか」,game_s00004,オールストン准将,ok,1,"__line__=""14440"" speaker=""$game_s00004"" text=""$game_t03266"" voice=""040_オールストン准将_A_O0103"""
3268,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,359,1,text,game_t03267,「よろしい！　光線属種は存在しないものと判断する。――モード・オート・スペシャル！　ありったけの誘導弾を叩き込め！」,game_s00004,オールストン准将,ok,1,"__line__=""14490"" speaker=""$game_s00004"" text=""$game_t03267"" voice=""040_オールストン准将_A_O0104"""
3269,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,360,1,text,game_t03268,「ＪＦＫ母艦打撃群司令部より『ゲティスバーグ』、\w『シドニー』に達する。\nモード・オート・スペシャル――繰り返す、\w\nモード・オート・スペシャル――」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""14530"" speaker=""$game_s00019"" text=""$game_t03268"" voice=""060_JFKオペレーター１_A_Z0018"""
3270,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,361,1,text,game_t03269,「――ＨＱより全戦術機部隊。敵集団に光線属種の存在は認められず。繰り返す、\w敵集団に光線属種は存在しない」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""14610"" speaker=""$game_s00020"" text=""$game_t03269"" voice=""070_JFKオペレーター２_A_Z0021"""
3271,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,362,1,text,game_t03270,…\w…\w…\w…\w！,,,ok,1,"__line__=""14660"" text=""$game_t03270"""
3272,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,363,1,text,game_t03271,第一波は迎撃されなかったのか！　着弾はまだだけど…\w…\w。,,,ok,1,"__line__=""14670"" text=""$game_t03271"""
3273,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,364,1,text,game_t03272,「支援砲撃が十全なら――！」,game_s00011,リリア,ok,1,"__line__=""14680"" speaker=""$game_s00011"" text=""$game_t03272"" voice=""010_リリア_A_L0644"""
3274,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,365,1,text,game_t03273,いける…\w…\w！,,,ok,1,"__line__=""14930"" text=""$game_t03273"""
3275,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,366,1,text,game_t03274,これならいけるかもしれない――！,,,ok,1,"__line__=""14940"" text=""$game_t03274"""
3276,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,367,1,text,game_t03275,「…\w…\wふん。ふたりとも小便を済ましたかったら今の内にしときな。命令が下り次第、\w敵集団に向けて進出するよ！」,game_s00005,ダリル,ok,1,"__line__=""15010"" speaker=""$game_s00005"" text=""$game_t03275"" voice=""020_ダリル_A_D0446"""
3277,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,368,1,text,game_t03276,誘導弾の第二波攻撃…\w…\w全力攻撃の狼煙だ！,,,ok,1,"__line__=""15140"" text=""$game_t03276"""
3278,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,369,1,text,game_t03277,頼むぜ…\w…\w！,,,ok,1,"__line__=""15150"" text=""$game_t03277"""
3279,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,370,1,text,game_t03278,「ＨＱよりバスターズ、\wナイヴス各リード。戦術機部隊を規定位置まで前進させろ。繰り返す、\w戦術機部隊を規定位置まで前進させろ」,game_s00020,ＪＦＫオペレーター２,ok,1,"__line__=""15240"" speaker=""$game_s00020"" text=""$game_t03278"" voice=""070_JFKオペレーター２_A_Z0022"""
3280,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,371,1,text,game_t03279,きたか――！,,,ok,1,"__line__=""15260"" text=""$game_t03279"""
3281,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,372,1,text,game_t03280,「ナイヴス１了解。オール・ナイヴス、\w出番だよ！　ついてきな！」,game_s00005,ダリル,ok,1,"__line__=""15320"" speaker=""$game_s00005"" text=""$game_t03280"" voice=""020_ダリル_A_D0447"""
3282,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,373,1,text,game_t03281,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""15420"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03281"" voice=""010_リリア_A_ZL0731"""
3283,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,374,1,text,game_t03282,「長期戦が予想される…\w…\w補給のタイミングがキモだ。絶対に連携を崩すんじゃないよ」,game_s00005,ダリル,ok,1,"__line__=""15910"" speaker=""$game_s00005"" text=""$game_t03282"" voice=""020_ダリル_A_D0448"""
3284,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,375,1,text,game_t03283,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""16010"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03283"" voice=""010_リリア_A_ZL0732"""
3285,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,376,1,text,game_t03284,ビッグ・マムを信じてるぜ…\w…\w絶対に食らいついて行ってやる。,,,ok,1,"__line__=""16020"" text=""$game_t03284"""
3286,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,377,1,text,game_t03285,これで第三波攻撃…\w…\w。,,,ok,1,"__line__=""17000"" text=""$game_t03285"""
3287,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,378,1,text,game_t03286,この斉射が本命だったはずだ…\w…\w。,,,ok,1,"__line__=""17010"" text=""$game_t03286"""
3288,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,379,1,text,game_t03287,「これで全滅してくれれば楽なんですけどね…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""17020"" speaker=""$game_s00001"" text=""$game_t03287"" voice=""ウィル_A_Z0733"""
3289,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,380,1,text,game_t03288,「――おいおいウィル坊、\w今更何を言ってんだい？　あれじゃ、\wちょいと撫でてやったぐらいにしかならないよ」,game_s00005,ダリル,ok,1,"__line__=""17090"" speaker=""$game_s00005"" text=""$game_t03288"" voice=""020_ダリル_A_D0449"""
3290,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,381,1,text,game_t03289,「え…\w…\w？」,game_s00001,ウィル,ok,1,"__line__=""17430"" speaker=""$game_s00001"" text=""$game_t03289"" voice=""ウィル_A_Z0734"""
3291,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,382,1,text,game_t03290,嘘だろ…\w…\w！？,,,ok,1,"__line__=""17440"" text=""$game_t03290"""
3292,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,383,1,text,game_t03291,あんだけ派手に撃ってるのに…\w…\w。,,,ok,1,"__line__=""17450"" text=""$game_t03291"""
3293,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,384,1,text,game_t03292,「たった２隻じゃ面制圧って言うほどの効果はないわ。最低でも４、\w５隻は用意してくれないと…\w…\w」,game_s00011,リリア,ok,1,"__line__=""17530"" speaker=""$game_s00011"" text=""$game_t03292"" voice=""010_リリア_A_L0645"""
3294,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,385,1,text,game_t03293,「さすが欧州帰りだけの事はあるねぇ。こういうのは経験だからね、\wウィルも戦場をよぉく感じときな」,game_s00005,ダリル,ok,1,"__line__=""17600"" speaker=""$game_s00005"" text=""$game_t03293"" voice=""020_ダリル_A_D0450"""
3295,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,386,1,text,game_t03294,「――了解」,game_s00001,ウィル,ok,1,"__line__=""17670"" speaker=""$game_s00001"" text=""$game_t03294"" voice=""ウィル_A_Z0735"""
3296,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,387,1,text,game_t03295,クソ…\w…\w単なる掃討戦とは違うってことか…\w…\w。,,,ok,1,"__line__=""17680"" text=""$game_t03295"""
3297,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,388,1,text,game_t03296,「ふふふ、\wそうそう…\w…\w。ウィルは素直なのが一番よ」,game_s00011,リリア,ok,1,"__line__=""17740"" speaker=""$game_s00011"" text=""$game_t03296"" voice=""010_リリア_A_L0646"""
3298,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,389,1,text,game_t03297,「へいへい。素直な人生をやらせてもらいます」,game_s00001,ウィル,ok,1,"__line__=""17810"" speaker=""$game_s00001"" text=""$game_t03297"" voice=""ウィル_A_Z0736"""
3299,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,390,1,text,game_t03298,…\w…\wでも、\wこのふたりが付いててくれるのは心強い。,,,ok,1,"__line__=""17850"" text=""$game_t03298"""
3300,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,391,1,text,game_t03299,それに俺だって実戦経験は潤沢な方なんだ。…\w…\wやれる、\wやれるぞ…\w…\w！,,,ok,1,"__line__=""17860"" text=""$game_t03299"""
3301,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,392,1,text,game_t03300,「おしゃべりはそのぐらいにしておけ。死に損ないの化け物がそろそろお出ましだよ」,game_s00005,ダリル,ok,1,"__line__=""17880"" speaker=""$game_s00005"" text=""$game_t03300"" voice=""020_ダリル_A_D0451"""
3302,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,393,1,text,game_t03301,…\w…\w…\w…\w！,,,ok,1,"__line__=""17940"" text=""$game_t03301"""
3303,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,394,1,text,game_t03302,「全弾着弾！　被撃墜率０％。やはり光線属種の存在は認められず！」,game_s00019,ＪＦＫオペレーター１,ok,1,"__line__=""18030"" ruby=""$game_t03302_ruby"" speaker=""$game_s00019"" text=""$game_t03302"" voice=""060_JFKオペレーター１_A_Z0019"""
3304,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,395,1,text,game_t03303,「よぉし、\w弾切れは考えるな。撃ちまくれ！」,game_s00016,航海長,ok,1,"__line__=""18050"" speaker=""$game_s00016"" text=""$game_t03303"" voice=""080_航海長_A_Z0011"""
3305,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,396,1,text,game_t03304,誘導弾の一斉発射が始まった…\w…\w！,,,ok,1,"__line__=""18620"" text=""$game_t03304"""
3306,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,397,1,text,game_t03305,ふたりはああ言ってたけど、\wこれだけの弾数なんだぜ…\w…\w？,,,ok,1,"__line__=""18630"" text=""$game_t03305"""
3307,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,398,1,text,game_t03306,頼むぜ、\w奴らを吹っ飛ばしてくれよ…\w…\w。,,,ok,1,"__line__=""18640"" text=""$game_t03306"""
3308,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,399,1,text,game_t03307,「来るわね…\w…\w」,game_s00011,リリア,ok,1,"__line__=""18760"" speaker=""$game_s00011"" text=""$game_t03307"" voice=""010_リリア_A_L0647"""
3309,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,400,1,text,game_t03308,来たか…\w…\w。,,,ok,1,"__line__=""18780"" text=""$game_t03308"""
3310,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,401,1,text,game_t03309,「全機、\w突撃砲構え」,game_s00005,ダリル,ok,1,"__line__=""18820"" speaker=""$game_s00005"" text=""$game_t03309"" voice=""020_ダリル_A_D0452"""
3311,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,402,1,text,game_t03310,数ヶ月ぶりの実戦だ…\w…\w。,,,ok,1,"__line__=""18850"" text=""$game_t03310"""
3312,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,403,1,text,game_t03311,「焦って撃つんじゃないよ、\w充分に引きつけるんだ」,game_s00005,ダリル,ok,1,"__line__=""18870"" speaker=""$game_s00005"" text=""$game_t03311"" voice=""020_ダリル_A_D0453"""
3313,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,404,1,text,game_t03312,「――了解！」,game_s00002,ウィル・リリア,ok,1,"__line__=""18890"" add_speaker0=""ウィル"" add_speaker1=""リリア"" speaker=""$game_s00002"" text=""$game_t03312"" voice=""010_リリア_A_ZL0737"""
3314,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,405,1,text,game_t03313,腕は鈍っていないと信じたい…\w…\w。,,,ok,1,"__line__=""18910"" text=""$game_t03313"""
3315,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,406,1,text,game_t03314,近づいてきた…\w…\w。,,,ok,1,"__line__=""19110"" text=""$game_t03314"""
3316,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,407,1,text,game_t03315,「さて…\w…\wどれだけ数を減らしてくれたかねえ」,game_s00005,ダリル,ok,1,"__line__=""19120"" speaker=""$game_s00005"" text=""$game_t03315"" voice=""020_ダリル_A_D0454"""
3317,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,408,1,text,game_t03316,…………！,,,ok,1,"__line__=""19320"" text=""$game_t03316"""
3318,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,409,1,text,game_t03317,「な…\w…\w」,game_s00001,ウィル,ok,1,"__line__=""19420"" speaker=""$game_s00001"" text=""$game_t03317"" voice=""ウィル_A_Z0738"""
3319,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,410,1,text,game_t03318,「…\w…\w来た――」,game_s00011,リリア,ok,1,"__line__=""19430"" speaker=""$game_s00011"" text=""$game_t03318"" voice=""010_リリア_A_L0648"""
3320,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,411,1,text,game_t03319,待てよ……本当に旅団規模なのか……！？,,,ok,1,"__line__=""20190"" text=""$game_t03319"""
3321,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,412,1,text,game_t03320,この数…\w…\w俺たちが大規模作戦を組むときの敵と変わらないじゃないか…\w…\w！,,,ok,1,"__line__=""20200"" text=""$game_t03320"""
3322,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,413,1,text,game_t03321,これを１２機で抑えろっていうのか…\w…\w！？,,,ok,1,"__line__=""20210"" text=""$game_t03321"""
3323,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,414,1,text,game_t03322,多すぎる…\w…\wクソ、\w多すぎる…\w…\w！,,,ok,1,"__line__=""20310"" text=""$game_t03322"""
3324,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,415,1,text,game_t03323,「――フン、\wいい感じにバラけちまってるじゃないか…\w…\w」,game_s00005,ダリル,ok,1,"__line__=""20380"" speaker=""$game_s00005"" text=""$game_t03323"" voice=""020_ダリル_A_D0455"""
3325,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,416,1,text,game_t03324,実際、\w面制圧の効果があったようには思えない…\w…\w。,,,ok,1,"__line__=""20410"" text=""$game_t03324"""
3326,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,417,1,text,game_t03325,これがＢＥＴＡ、\w物量戦法、\w人類の敵…\w…\wこれに勝てるのか…\w…\w？,,,ok,1,"__line__=""20420"" text=""$game_t03325"""
3327,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,418,1,text,game_t03326,「バスター１よりナイヴス１。どうした、\w今更臆病風に吹かれたのか？」,game_s00007,バスター１,ok,1,"__line__=""20460"" speaker=""$game_s00007"" text=""$game_t03326"" voice=""150_バスター１_A_Z0001"""
3328,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,419,1,text,game_t03327,「ハッ――！　冗談言うんじゃないよバスターズ、\w何なら勝負するかい？」,game_s00005,ダリル,ok,1,"__line__=""20520"" speaker=""$game_s00005"" text=""$game_t03327"" voice=""020_ダリル_A_D0456"""
3329,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,420,1,text,game_t03328,「乗った――と言いたいところだが、\w遠慮しとくよ。あんたと勝負するとロクなことがない」,game_s00007,バスター１,ok,1,"__line__=""20540"" speaker=""$game_s00007"" text=""$game_t03328"" voice=""150_バスター１_A_Z0002"""
3330,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,421,1,text,game_t03329,「おやおや、\w天下のレイジング・バスターズがやけに情けないことを言うねぇ」,game_s00005,ダリル,ok,1,"__line__=""20600"" speaker=""$game_s00005"" text=""$game_t03329"" voice=""020_ダリル_A_D0457"""
3331,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,422,1,text,game_t03330,「あんたにゃ散々毟られっぱなしだからな。学習したんだよ！」,game_s00007,バスター１,ok,1,"__line__=""20620"" speaker=""$game_s00007"" text=""$game_t03330"" voice=""150_バスター１_A_Z0003"""
3332,090_UAF_DAY99_01.egpack,090_UAF_DAY99_01.xml,423,1,text,game_t03331,「ハンッ――！　しけた男だね！　ウィル、\wあんな男になるんじゃないよ」,game_s00005,ダリル,ok,1,"__line__=""20670"" speaker=""$game_s00005"" text=""$game_t03331"" voice=""020_ダリル_A_D0458"""
