egpack,id,jp,next_jp_carried_in_this_block
070_UAF_DAY97_01.egpack,game_t02716,「…\w…\w…\w…\w」,「…\w…\w艦長を説得できたみたいだな」
070_UAF_DAY97_01.egpack,game_t02717,「…\w…\w艦長を説得できたみたいだな」,「…\w…\w元々考えてはいたみたいよ。士気に関わるって現実もあるんでしょうね」
070_UAF_DAY97_01.egpack,game_t02718,「…\w…\w元々考えてはいたみたいよ。士気に関わるって現実もあるんでしょうね」,ま、\wそれも確かだろう。
070_UAF_DAY97_01.egpack,game_t02719,ま、\wそれも確かだろう。,だが、\w現場から…\w…\wそれもつい先日加わった海兵隊員から言われたのは、\w艦長としても大きかったはずだ。
070_UAF_DAY97_01.egpack,game_t02720,だが、\w現場から…\w…\wそれもつい先日加わった海兵隊員から言われたのは、\w艦長としても大きかったはずだ。,いわば新しい目で現場を見たとき、\wＪＦＫ全体の心理状態が明白だったってことなんだからな…\w…\w。
070_UAF_DAY97_01.egpack,game_t02721,いわば新しい目で現場を見たとき、\wＪＦＫ全体の心理状態が明白だったってことなんだからな…\w…\w。,「自分の手柄とは言わないんだな」
070_UAF_DAY97_01.egpack,game_t02722,「自分の手柄とは言わないんだな」,「…\w…\w別に、\wこんなものに手柄なんて無いわよ」
070_UAF_DAY97_01.egpack,game_t02723,「…\w…\w別に、\wこんなものに手柄なんて無いわよ」,戦没将兵追悼記念日:メモリアル・デイ
070_UAF_DAY97_01.egpack,game_t02724,「ふーん。ま、\w確かに戦没将兵追悼記念日はちょうどいいタイミングだ」,「…\w…\w何よ？　言いたいことがあれば言いなさいよ」
070_UAF_DAY97_01.egpack,game_t02725,「…\w…\w何よ？　言いたいことがあれば言いなさいよ」,「別に。こんなに故郷から離れた場所で、\w追悼記念日を祭るとは思ってもなかっただけさ」
070_UAF_DAY97_01.egpack,game_t02726,「別に。こんなに故郷から離れた場所で、\w追悼記念日を祭るとは思ってもなかっただけさ」,故郷……か。合衆国。家族のいる場所。友のいる場所。
070_UAF_DAY97_01.egpack,game_t02727,故郷……か。合衆国。家族のいる場所。友のいる場所。,戦友を……本来連れ帰るべき目的地。それは未だに、遠く離れてはいるけれど――
070_UAF_DAY97_01.egpack,game_t02728,戦友を……本来連れ帰るべき目的地。それは未だに、遠く離れてはいるけれど――,「…\w…\wそう」
070_UAF_DAY97_01.egpack,game_t02729,「…\w…\wそう」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02730,「…\w…\w…\w…\w」,「…\w…\wウィル」
070_UAF_DAY97_01.egpack,game_t02731,「…\w…\wウィル」,「…\w…\wああ？」
070_UAF_DAY97_01.egpack,game_t02732,「…\w…\wああ？」,「…\w…\w何も言わないの？」
070_UAF_DAY97_01.egpack,game_t02733,「…\w…\w何も言わないの？」,「…\w…\w何か言って欲しいのか？」
070_UAF_DAY97_01.egpack,game_t02734,「…\w…\w何か言って欲しいのか？」,「別に…\w…\wそういうんじゃ、\wないけど…\w…\w」
070_UAF_DAY97_01.egpack,game_t02735,「別に…\w…\wそういうんじゃ、\wないけど…\w…\w」,「おう。そうか」
070_UAF_DAY97_01.egpack,game_t02736,「おう。そうか」,…\w…\w今はいいんだ。今は、\w何も…\w…\w。
070_UAF_DAY97_01.egpack,game_t02737,…\w…\w今はいいんだ。今は、\w何も…\w…\w。,「…\w…\wカレン・グラーノ少尉」
070_UAF_DAY97_01.egpack,game_t02738,「…\w…\wカレン・グラーノ少尉」,「…\w…\wん？」
070_UAF_DAY97_01.egpack,game_t02739,「…\w…\wん？」,「名前、\w知ってる？」
070_UAF_DAY97_01.egpack,game_t02740,「名前、\w知ってる？」,「あー…\w…\w」
070_UAF_DAY97_01.egpack,game_t02741,「あー…\w…\w」,そいつは、\w確か…\w…\w。
070_UAF_DAY97_01.egpack,game_t02742,そいつは、\w確か…\w…\w。,「ああ、\w海兵隊の歩兵小隊の奴か。…\w…\w死んだよ、\w２ヶ月前に」
070_UAF_DAY97_01.egpack,game_t02743,「ああ、\w海兵隊の歩兵小隊の奴か。…\w…\w死んだよ、\w２ヶ月前に」,艦内が垂直になるほど波で動揺したときに、\w手近な奴を助けようとして…\w…\w下敷きになったらしい。
070_UAF_DAY97_01.egpack,game_t02744,艦内が垂直になるほど波で動揺したときに、\w手近な奴を助けようとして…\w…\w下敷きになったらしい。,その時は一命を取り留めたものの敗血症で長く苦しみ、\w結局、\wここの設備と薬じゃ助けきれなかった。
070_UAF_DAY97_01.egpack,game_t02745,その時は一命を取り留めたものの敗血症で長く苦しみ、\w結局、\wここの設備と薬じゃ助けきれなかった。,「そうみたいね」
070_UAF_DAY97_01.egpack,game_t02746,「そうみたいね」,「…\w…\wそれがどうかしたか？」
070_UAF_DAY97_01.egpack,game_t02747,「…\w…\wそれがどうかしたか？」,「明日、\w私がブルードレスを借りる人の名前」
070_UAF_DAY97_01.egpack,game_t02748,「明日、\w私がブルードレスを借りる人の名前」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02749,「…\w…\w…\w…\w」,ブルードレス――海兵隊の制服の中でも最も見知られた、最も正式な儀礼用の軍装だ。
070_UAF_DAY97_01.egpack,game_t02750,ブルードレス――海兵隊の制服の中でも最も見知られた、最も正式な儀礼用の軍装だ。,「私、\w儀杖隊に選ばれたのよ。弔銃、\w撃つんだって」
070_UAF_DAY97_01.egpack,game_t02751,「私、\w儀杖隊に選ばれたのよ。弔銃、\w撃つんだって」,「…\w…\wそうか」
070_UAF_DAY97_01.egpack,game_t02752,「…\w…\wそうか」,なるほど、\w海兵隊で揃えて、\w儀杖隊を組むんだな。
070_UAF_DAY97_01.egpack,game_t02753,なるほど、\w海兵隊で揃えて、\w儀杖隊を組むんだな。,海軍の連中にとっても、\w俺たち海兵隊は…\w…\wある種の国の象徴だ。多分、\wそういう艦長の配慮だろう…\w…\w。
070_UAF_DAY97_01.egpack,game_t02754,海軍の連中にとっても、\w俺たち海兵隊は…\w…\wある種の国の象徴だ。多分、\wそういう艦長の配慮だろう…\w…\w。,「でもほら、\wあの制服だけは一応オーダーメイドでしょ？　サイズが合う人がいて良かったんだけど…\w…\w」
070_UAF_DAY97_01.egpack,game_t02755,「でもほら、\wあの制服だけは一応オーダーメイドでしょ？　サイズが合う人がいて良かったんだけど…\w…\w」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02756,「…\w…\w…\w…\w」,「その…\w…\wウィルが気を悪くするといけないと思って」
070_UAF_DAY97_01.egpack,game_t02757,「その…\w…\wウィルが気を悪くするといけないと思って」,「…\w…\w構わないだろ。死んだ仲間の装備を使って生き抜く、\wって基本じゃねえか」
070_UAF_DAY97_01.egpack,game_t02758,「…\w…\w構わないだろ。死んだ仲間の装備を使って生き抜く、\wって基本じゃねえか」,「あのね、\w死んだ仲間の分まで食べて生き抜く、\wって基本じゃない？」
070_UAF_DAY97_01.egpack,game_t02759,「あのね、\w死んだ仲間の分まで食べて生き抜く、\wって基本じゃない？」,「…\w…\wおまえが言ってたみたいにな」
070_UAF_DAY97_01.egpack,game_t02760,「…\w…\wおまえが言ってたみたいにな」,「…\w…\wそうね。そうだったわ」
070_UAF_DAY97_01.egpack,game_t02761,「…\w…\wそうね。そうだったわ」,「……変なところを気にするなよ」
070_UAF_DAY97_01.egpack,game_t02762,「……変なところを気にするなよ」,気が強いくせに、\w相変わらず妙なところで気を遣う。
070_UAF_DAY97_01.egpack,game_t02763,気が強いくせに、\w相変わらず妙なところで気を遣う。,…\w…\wいや、\w違うな。最初からリリアは、\w俺に、\w俺たちに気を遣ってばかりだった。
070_UAF_DAY97_01.egpack,game_t02764,…\w…\wいや、\w違うな。最初からリリアは、\w俺に、\w俺たちに気を遣ってばかりだった。,俺が、\w気づけなかっただけだ。
070_UAF_DAY97_01.egpack,game_t02765,俺が、\w気づけなかっただけだ。,「うん…\w…\w」
070_UAF_DAY97_01.egpack,game_t02766,「うん…\w…\w」,「…\w…\w無駄だと思う？」
070_UAF_DAY97_01.egpack,game_t02767,「…\w…\w無駄だと思う？」,「…\w…\wわかんねえよ」
070_UAF_DAY97_01.egpack,game_t02768,「…\w…\wわかんねえよ」,「…\w…\wそっか。そうよね」
070_UAF_DAY97_01.egpack,game_t02769,「…\w…\wそっか。そうよね」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02770,「…\w…\w…\w…\w」,「でもね、\w私――」
070_UAF_DAY97_01.egpack,game_t02771,「でもね、\w私――」,「――昨日隊長と話してたとき…\w…\w資源とか、\w現実論の話のときね」
070_UAF_DAY97_01.egpack,game_t02772,「――昨日隊長と話してたとき…\w…\w資源とか、\w現実論の話のときね」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02773,「…\w…\w…\w…\w」,「…\w…\wあそこでもっと…\w…\wウィルに否定されるかと思ってた」
070_UAF_DAY97_01.egpack,game_t02774,「…\w…\wあそこでもっと…\w…\wウィルに否定されるかと思ってた」,「生者のための、\w生存のための、\w外部へと手を伸ばすための資源を、\w必須ではない精神的行為に、\w消費して良いものか」
070_UAF_DAY97_01.egpack,game_t02775,「生者のための、\w生存のための、\w外部へと手を伸ばすための資源を、\w必須ではない精神的行為に、\w消費して良いものか」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02776,「…\w…\w…\w…\w」,「…\w…\wただ、\wそれは最終的には艦を預かる方々が判断されるべきことです」
070_UAF_DAY97_01.egpack,game_t02777,「…\w…\wただ、\wそれは最終的には艦を預かる方々が判断されるべきことです」,「一応…\w…\wお礼、\w言いたくて…\w…\w」
070_UAF_DAY97_01.egpack,game_t02778,「一応…\w…\wお礼、\w言いたくて…\w…\w」,「別に礼を言われる話でもないだろ」
070_UAF_DAY97_01.egpack,game_t02779,「別に礼を言われる話でもないだろ」,単にそれまで、\w言うべきことを言わず、\w取るべき態度を取ってなかっただけだ。それに…\w…\w。
070_UAF_DAY97_01.egpack,game_t02780,単にそれまで、\w言うべきことを言わず、\w取るべき態度を取ってなかっただけだ。それに…\w…\w。,「でも…\w…\w！」
070_UAF_DAY97_01.egpack,game_t02781,「でも…\w…\w！」,「言っただろ？　わかんないんだよ、\w結局」
070_UAF_DAY97_01.egpack,game_t02782,「言っただろ？　わかんないんだよ、\w結局」,今でも「正しさ」なんてのは、\w分からないんだ。
070_UAF_DAY97_01.egpack,game_t02783,今でも「正しさ」なんてのは、\w分からないんだ。,…\w…\wそんなもの、\w誰にも分からないのかもしれないが。
070_UAF_DAY97_01.egpack,game_t02784,…\w…\wそんなもの、\w誰にも分からないのかもしれないが。,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02785,「…\w…\w…\w…\w」,「俺はあの場で言うべきことをいっただけだ。後は上が判断を下し、\w命令を下す」
070_UAF_DAY97_01.egpack,game_t02786,「俺はあの場で言うべきことをいっただけだ。後は上が判断を下し、\w命令を下す」,「それは…\w…\wそうだけど…\w…\w」
070_UAF_DAY97_01.egpack,game_t02787,「それは…\w…\wそうだけど…\w…\w」,「俺が無駄と思ってるかどうかなんて、\w関係ないだろ？」
070_UAF_DAY97_01.egpack,game_t02788,「俺が無駄と思ってるかどうかなんて、\w関係ないだろ？」,「…\w…\wッ！　それは違うわ、\wだって――」
070_UAF_DAY97_01.egpack,game_t02789,「…\w…\wッ！　それは違うわ、\wだって――」,「いいじゃねえか、\w結局『命令』になったろ。艦長直々にさ」
070_UAF_DAY97_01.egpack,game_t02790,「いいじゃねえか、\w結局『命令』になったろ。艦長直々にさ」,「…\w…\w…\w…\w」
070_UAF_DAY97_01.egpack,game_t02791,「…\w…\w…\w…\w」,常に忠誠を:センパー・ファイ
070_UAF_DAY97_01.egpack,game_t02792,「…\w…\wこれは任務になった。後はやるだけだ。常に忠誠を、\wさ」,常に忠誠:センパー・ファイ
070_UAF_DAY97_01.egpack,game_t02793,…\w…\wふふ。常に忠誠…\w…\wいい言葉だな。,さすがは神が世界で２番目に創った海兵隊、そのモットーだ。
070_UAF_DAY97_01.egpack,game_t02794,さすがは神が世界で２番目に創った海兵隊、そのモットーだ。,今は…\w…\wそれでいい。
070_UAF_DAY97_01.egpack,game_t02795,今は…\w…\wそれでいい。,「ウィル…\w…\w何よ、\w結局そこに戻っちゃうわけ…\w…\w！？」
070_UAF_DAY97_01.egpack,game_t02796,「ウィル…\w…\w何よ、\w結局そこに戻っちゃうわけ…\w…\w！？」,「――悪い。用事を思い出した」
070_UAF_DAY97_01.egpack,game_t02797,「――悪い。用事を思い出した」,「ちょっ…\w…\w！　何よ、\w待ちなさいよ！」
070_UAF_DAY97_01.egpack,game_t02798,「ちょっ…\w…\w！　何よ、\w待ちなさいよ！」,「何なのよ、\wもう…\w…\w」
070_UAF_DAY97_01.egpack,game_t02799,「何なのよ、\wもう…\w…\w」,「…\w…\w分かってくれると…\w…\w思ったのに…\w…\w」
070_UAF_DAY97_01.egpack,game_t02800,「…\w…\w分かってくれると…\w…\w思ったのに…\w…\w」,「青春してるねえ」
070_UAF_DAY97_01.egpack,game_t02801,「青春してるねえ」,「ひゃうっ！」
070_UAF_DAY97_01.egpack,game_t02802,「ひゃうっ！」,「メル――！　って、\w一体どこから…\w…\w！？」
070_UAF_DAY97_01.egpack,game_t02803,「メル――！　って、\w一体どこから…\w…\w！？」,「にはは。最初からキミの後ろにて」
070_UAF_DAY97_01.egpack,game_t02804,「にはは。最初からキミの後ろにて」,「…\w…\wああ、\wもう…\w…\w」
070_UAF_DAY97_01.egpack,game_t02805,「…\w…\wああ、\wもう…\w…\w」,「…\w…\wねえ、\wウィル坊…\w…\wちょっと変わった？」
070_UAF_DAY97_01.egpack,game_t02806,「…\w…\wねえ、\wウィル坊…\w…\wちょっと変わった？」,「え…\w…\wううん、\w変わったかな、\wって思ったんだけどね。相変わらず鈍いみたい」
070_UAF_DAY97_01.egpack,game_t02807,「え…\w…\wううん、\w変わったかな、\wって思ったんだけどね。相変わらず鈍いみたい」,「ふーん。ふふーん」
070_UAF_DAY97_01.egpack,game_t02808,「ふーん。ふふーん」,「…\w…\wな、\w何よ」
070_UAF_DAY97_01.egpack,game_t02809,「…\w…\wな、\w何よ」,「私が見るにね、\wシェルベリ君」
070_UAF_DAY97_01.egpack,game_t02810,「私が見るにね、\wシェルベリ君」,「…\w…\wうん？」
070_UAF_DAY97_01.egpack,game_t02811,「…\w…\wうん？」,「キミもなかなかどっこいどっこい」
070_UAF_DAY97_01.egpack,game_t02812,「キミもなかなかどっこいどっこい」,「ちょっ…\w…\w私も…\w…\w？　どこが…\w…\w？」
070_UAF_DAY97_01.egpack,game_t02813,「ちょっ…\w…\w私も…\w…\w？　どこが…\w…\w？」,「にゃはは！　いやー青春だ。いいねえ、\w米国だねえ」
070_UAF_DAY97_01.egpack,game_t02814,「にゃはは！　いやー青春だ。いいねえ、\w米国だねえ」,「あのねえ…\w…\wってメル、\w変な勘違いしてないでしょうね！」
070_UAF_DAY97_01.egpack,game_t02815,「あのねえ…\w…\wってメル、\w変な勘違いしてないでしょうね！」,「いやいや、\w照れるこたーない」
070_UAF_DAY97_01.egpack,game_t02816,「いやいや、\w照れるこたーない」,「メル…\w…\w米国海兵隊流の親愛の情を示してあげましょうか」
070_UAF_DAY97_01.egpack,game_t02817,「メル…\w…\w米国海兵隊流の親愛の情を示してあげましょうか」,「遠慮しときます。青春は勘違いです」
070_UAF_DAY97_01.egpack,game_t02818,「遠慮しときます。青春は勘違いです」,「もう…\w…\w」
070_UAF_DAY97_01.egpack,game_t02819,「もう…\w…\w」,「でもね…\w…\w話は聞いたよ」
070_UAF_DAY97_01.egpack,game_t02820,「でもね…\w…\w話は聞いたよ」,「…\w…\w軍葬のこと？」
070_UAF_DAY97_01.egpack,game_t02821,「…\w…\w軍葬のこと？」,「おうよ。…\w…\wキミはいいことをしたね」
070_UAF_DAY97_01.egpack,game_t02822,「おうよ。…\w…\wキミはいいことをしたね」,「…\w…\wそうかしら。そうだといいんだけど…\w…\w」
070_UAF_DAY97_01.egpack,game_t02823,「…\w…\wそうかしら。そうだといいんだけど…\w…\w」,「ウチの豪州軍も一応式典には参加するよ。いい機会だしね」
070_UAF_DAY97_01.egpack,game_t02824,「ウチの豪州軍も一応式典には参加するよ。いい機会だしね」,「一応…\w…\w？」
070_UAF_DAY97_01.egpack,game_t02825,「一応…\w…\w？」,「…\w…\wウチらの艦は原子力母艦じゃないからさ」
070_UAF_DAY97_01.egpack,game_t02826,「…\w…\wウチらの艦は原子力母艦じゃないからさ」,「あ…\w…\w」
070_UAF_DAY97_01.egpack,game_t02827,「あ…\w…\w」,「みんな、\w水葬は済ませてるんだ。太平洋の真ん中でね」
070_UAF_DAY97_01.egpack,game_t02828,「みんな、\w水葬は済ませてるんだ。太平洋の真ん中でね」,「そっか…\w…\w」
070_UAF_DAY97_01.egpack,game_t02829,「そっか…\w…\w」,「ま、\w大体ウチらじゃ旗の数が足りないしね」
070_UAF_DAY97_01.egpack,game_t02830,「ま、\w大体ウチらじゃ旗の数が足りないしね」,「…\w…\w旗？」
070_UAF_DAY97_01.egpack,game_t02831,「…\w…\w旗？」,「棺に掛ける国旗だよ。…\w…\w聞いたけど、\wそっちは結構積んでたんだって？」
070_UAF_DAY97_01.egpack,game_t02832,「棺に掛ける国旗だよ。…\w…\w聞いたけど、\wそっちは結構積んでたんだって？」,「え…\w…\w？　いや、\w特に聞いてないけど…\w…\w」
070_UAF_DAY97_01.egpack,game_t02833,「え…\w…\w？　いや、\w特に聞いてないけど…\w…\w」,「ユーラシアの占領地にばさばさ広げるつもりだったんだとさ。にゃっはっは、\wさすがは米国人だよ！」
070_UAF_DAY97_01.egpack,game_t02834,「ユーラシアの占領地にばさばさ広げるつもりだったんだとさ。にゃっはっは、\wさすがは米国人だよ！」,「…\w…\wあながち否定できないのが辛いトコね」
070_UAF_DAY97_01.egpack,game_t02835,「…\w…\wあながち否定できないのが辛いトコね」,「ま、\wいいんだいいんだ」
070_UAF_DAY97_01.egpack,game_t02836,「ま、\wいいんだいいんだ」,「…\w…\wメル？」
070_UAF_DAY97_01.egpack,game_t02837,「…\w…\wメル？」,「こういうモノってね、\w意味なんてのはそれぞれが勝手に見出すモンよ」
070_UAF_DAY97_01.egpack,game_t02838,「こういうモノってね、\w意味なんてのはそれぞれが勝手に見出すモンよ」,「…\w…\w…\w…\w！」
070_UAF_DAY97_01.egpack,game_t02839,「…\w…\w…\w…\w！」,「明日、\w楽しみにしてるよ。ホント、\wキミらはいい仕事をした。じゃね！」
070_UAF_DAY97_01.egpack,game_t02840,「明日、\w楽しみにしてるよ。ホント、\wキミらはいい仕事をした。じゃね！」,「…\w…\w何なのよ、\wウィルもメルも…\w…\w」
070_UAF_DAY97_01.egpack,game_t02841,「…\w…\w何なのよ、\wウィルもメルも…\w…\w」,「...First Will and now Mel. What's up with them?」
080_UAF_DAY98_01.egpack,game_t02842,「あの日から、\w３ヶ月が経った」,「今日、\wこの日を去ること９８日、\w我々は勝利した」
080_UAF_DAY98_01.egpack,game_t02843,「今日、\wこの日を去ること９８日、\w我々は勝利した」,「全てのハイヴをこの地上から消し去り、\wあのオリジナルハイヴをも、\w灰燼へと帰さしめた」
080_UAF_DAY98_01.egpack,game_t02844,「全てのハイヴをこの地上から消し去り、\wあのオリジナルハイヴをも、\w灰燼へと帰さしめた」,「３０年の長きにわたり、\w数十億の尊い命を奪い、\w広大な国土を荒廃させてきたＢＥＴＡ大戦に、\w我々は遂に終止符を打ったのだ」
080_UAF_DAY98_01.egpack,game_t02845,「３０年の長きにわたり、\w数十億の尊い命を奪い、\w広大な国土を荒廃させてきたＢＥＴＡ大戦に、\w我々は遂に終止符を打ったのだ」,「我々の前に、\w人類の新たな時代が、\w復興への輝かしい道程が拓けたのだと、\wあの日、\wバビロン作戦に参加した全ての将兵が確信したに違いない」
080_UAF_DAY98_01.egpack,game_t02846,「我々の前に、\w人類の新たな時代が、\w復興への輝かしい道程が拓けたのだと、\wあの日、\wバビロン作戦に参加した全ての将兵が確信したに違いない」,「だが、\w我々に与えられたのは、\wこの大地である」
080_UAF_DAY98_01.egpack,game_t02847,「だが、\w我々に与えられたのは、\wこの大地である」,「大海崩によってユーラシアの大地を失い、\w打ち続いた災厄によって多くの同胞が命を落とした」
080_UAF_DAY98_01.egpack,game_t02848,「大海崩によってユーラシアの大地を失い、\w打ち続いた災厄によって多くの同胞が命を落とした」,「ＢＥＴＡ殲滅の、\w余りに大きな代償を、\w我々は支払うことになったのだ」
080_UAF_DAY98_01.egpack,game_t02849,「ＢＥＴＡ殲滅の、\w余りに大きな代償を、\w我々は支払うことになったのだ」,「それでも――私はあえてここに宣言する。我々は遂に、\wこの大地を得たのだ」
080_UAF_DAY98_01.egpack,game_t02850,「それでも――私はあえてここに宣言する。我々は遂に、\wこの大地を得たのだ」,「我々は、\w生きている」
080_UAF_DAY98_01.egpack,game_t02851,「我々は、\w生きている」,「我々は、\wこの大地で生きてゆく」
080_UAF_DAY98_01.egpack,game_t02852,「我々は、\wこの大地で生きてゆく」,「――ＢＥＴＡ無き世界を、\w人類が再び統べるこの地球を、\w諸君らは自らの手で勝ち取ったのだ」
080_UAF_DAY98_01.egpack,game_t02853,「――ＢＥＴＡ無き世界を、\w人類が再び統べるこの地球を、\w諸君らは自らの手で勝ち取ったのだ」,「戦没将兵追悼記念日――それは古今、\wあらゆる戦いで命を落とした全ての将兵を悼み、\wその成し遂げたるを称えるべき一日である」
080_UAF_DAY98_01.egpack,game_t02854,「戦没将兵追悼記念日――それは古今、\wあらゆる戦いで命を落とした全ての将兵を悼み、\wその成し遂げたるを称えるべき一日である」,「今日この日、\wＢＥＴＡと戦い、\w大海崩と戦い、\wその命を人類に捧げた全ての戦友に、\w我等は誓おう――」
080_UAF_DAY98_01.egpack,game_t02855,「今日この日、\wＢＥＴＡと戦い、\w大海崩と戦い、\wその命を人類に捧げた全ての戦友に、\w我等は誓おう――」,「この世界に、\w再び秩序を取り戻すという決意を」
080_UAF_DAY98_01.egpack,game_t02856,「この世界に、\w再び秩序を取り戻すという決意を」,「この困難な戦いを最後まで遂行し、\wいつの日か、\wその魂が永遠に安んじられる時が来る事を」
080_UAF_DAY98_01.egpack,game_t02857,「この困難な戦いを最後まで遂行し、\wいつの日か、\wその魂が永遠に安んじられる時が来る事を」,「――この誓いを胸に、\w今は亡き我等が戦友を、\wこの地に葬り、\w全ての決意の証としよう」
080_UAF_DAY98_01.egpack,game_t02858,「――この誓いを胸に、\w今は亡き我等が戦友を、\wこの地に葬り、\w全ての決意の証としよう」,「諸君らの、\wこれからも変わらぬ勇戦に、\w期待する」
080_UAF_DAY98_01.egpack,game_t02859,「諸君らの、\wこれからも変わらぬ勇戦に、\w期待する」,…\w…\w始まったな。今日の空も…\w…\w耳が痛いほどに静かで、\w高い。
080_UAF_DAY98_01.egpack,game_t02860,…\w…\w始まったな。今日の空も…\w…\w耳が痛いほどに静かで、\w高い。,こういう言い方があるのかは知らないが…\w…\w死んだ奴らを送るには良い日なんだろう。
080_UAF_DAY98_01.egpack,game_t02861,こういう言い方があるのかは知らないが…\w…\w死んだ奴らを送るには良い日なんだろう。,リリアが望み…\w…\wＪＦＫが認めた、\w部隊葬。
080_UAF_DAY98_01.egpack,game_t02862,リリアが望み…\w…\wＪＦＫが認めた、\w部隊葬。,正規母艦打撃群全体が執り行うのも、\w戦地でありながらここまでの大人数を葬るのも、\w全てが異例な代物だ。
080_UAF_DAY98_01.egpack,game_t02863,正規母艦打撃群全体が執り行うのも、\w戦地でありながらここまでの大人数を葬るのも、\w全てが異例な代物だ。,それだけ、\w今のこの世界は異様な状況におかれているのであり――
080_UAF_DAY98_01.egpack,game_t02864,それだけ、\w今のこの世界は異様な状況におかれているのであり――,それだけ、\w俺たちはこの普通じゃない軍葬を必要としているのだろう。
080_UAF_DAY98_01.egpack,game_t02865,それだけ、\w俺たちはこの普通じゃない軍葬を必要としているのだろう。,「海兵隊第３１８戦術歩行戦闘機隊、\wグラハム・ローゼンバーグ中尉、\wレナード・ヴァンゴーア少尉――」
080_UAF_DAY98_01.egpack,game_t02866,「海兵隊第３１８戦術歩行戦闘機隊、\wグラハム・ローゼンバーグ中尉、\wレナード・ヴァンゴーア少尉――」,…\w…\w俺たちの仲間だ。
080_UAF_DAY98_01.egpack,game_t02867,…\w…\w俺たちの仲間だ。,海兵隊歩兵小隊の連中が、\w彼らの棺を運んでいく。
080_UAF_DAY98_01.egpack,game_t02868,海兵隊歩兵小隊の連中が、\w彼らの棺を運んでいく。,俺たちは見守る側に立って欲しいと、\w彼らからの要望だった。
080_UAF_DAY98_01.egpack,game_t02869,俺たちは見守る側に立って欲しいと、\w彼らからの要望だった。,「…\w…\wくっ」
080_UAF_DAY98_01.egpack,game_t02870,「…\w…\wくっ」,…\w…\wあのビッグ・マムが泣いている。
080_UAF_DAY98_01.egpack,game_t02871,…\w…\wあのビッグ・マムが泣いている。,ローゼンバーグ中尉は、\wずっとダリル中尉と組んでたからな…\w…\w。
080_UAF_DAY98_01.egpack,game_t02872,ローゼンバーグ中尉は、\wずっとダリル中尉と組んでたからな…\w…\w。,俺もレナードとは、\wヤンキー・ステーション以来の仲だった。
080_UAF_DAY98_01.egpack,game_t02873,俺もレナードとは、\wヤンキー・ステーション以来の仲だった。,俺も、\w多分隊長も、\w今こうして彼らを見送るまで、\w出来る限り記憶に蓋をしてきたはずなんだ。
080_UAF_DAY98_01.egpack,game_t02874,俺も、\w多分隊長も、\w今こうして彼らを見送るまで、\w出来る限り記憶に蓋をしてきたはずなんだ。,――隊長や、\w俺だけじゃない。
080_UAF_DAY98_01.egpack,game_t02875,――隊長や、\w俺だけじゃない。,今こうして目の前を延々と、\w戦友が運ばれてゆく。見送る者たちの、\w記憶を解き放ちながら――
080_UAF_DAY98_01.egpack,game_t02876,今こうして目の前を延々と、\w戦友が運ばれてゆく。見送る者たちの、\w記憶を解き放ちながら――,遺体があるものは遺体を。遺体が無い者は遺品の一部を。それすらないものは、\wその名前を記した名簿だけを。
080_UAF_DAY98_01.egpack,game_t02877,遺体があるものは遺体を。遺体が無い者は遺品の一部を。それすらないものは、\wその名前を記した名簿だけを。,――生者と訣別し、\w生者と共に歩んでいくために、\w彼らは埋められてゆく。
080_UAF_DAY98_01.egpack,game_t02878,――生者と訣別し、\w生者と共に歩んでいくために、\w彼らは埋められてゆく。,…\w…\w葬列は長かった。
080_UAF_DAY98_01.egpack,game_t02879,…\w…\w葬列は長かった。,一つ一つ墓穴を掘る余裕はさすがになく、\w広く削りだした土地に棺を並べ、\wまとめて埋める方式になった。
080_UAF_DAY98_01.egpack,game_t02880,一つ一つ墓穴を掘る余裕はさすがになく、\w広く削りだした土地に棺を並べ、\wまとめて埋める方式になった。,棺は母艦から車両で運ばれ、\w最後に並べる部分を仲間の手によって担がれていく。
080_UAF_DAY98_01.egpack,game_t02881,棺は母艦から車両で運ばれ、\w最後に並べる部分を仲間の手によって担がれていく。,さすがは合衆国の軍隊、\w完全な流れ作業になってはいるが、\w多分夕方まで延々と掛かるだろう。
080_UAF_DAY98_01.egpack,game_t02882,さすがは合衆国の軍隊、\w完全な流れ作業になってはいるが、\w多分夕方まで延々と掛かるだろう。,だが…\w…\w文句を言うものは誰もいなかった。
080_UAF_DAY98_01.egpack,game_t02883,だが…\w…\w文句を言うものは誰もいなかった。,誰も彼も、\w粛々と葬列を見送り、\w仲間の名前が読み上げられれば、\w決められた担当が棺を運びに前に出る。
080_UAF_DAY98_01.egpack,game_t02884,誰も彼も、\w粛々と葬列を見送り、\w仲間の名前が読み上げられれば、\w決められた担当が棺を運びに前に出る。,棺に掛けられた星条旗を畳み、\w本来遺族が受け取るべきそれを仲間が手にし、\w生者の列へと戻ってゆく。
